facility_id,facility_type,longitude_clean,latitude_clean,geom,med_officers,nurses_midwives,chews,lab_scientists,pharm_techs,adequacy_status
HF01235,General Hospital,9.664444,9.539778,"\x01\x01\x00\x00\x00\xFE\x0B\x04\x012T#@Y32\xC8]\x14#@",0.0,0.0,0.0,7.0,7.0,inadequate
HF01149,Primary Health Centre,10.454715,9.335704,\x01\x01\x00\x00\x00T\x00\x8Cg\xD0\xE8$@\xD4E\x0Ae\xE1\xAB\x22@,0.0,1.0,0.0,0.0,0.0,inadequate
HF00862,Primary Health Centre,9.257766,8.798446,\x01\x01\x00\x00\x00\x9E\x0A\xB8\xE7\xF9\x83\x22@y>\x03\xEA\xCD\x98!@,1.0,4.0,2.0,0.0,0.0,inadequate
HF00536,Comprehensive Health Centre,8.732364,10.241774,\x01\x01\x00\x00\x00\x16\x89\x09j\xF8v!@\xD4\x0B>\xCD\xC9{$@,,,,,,no_personnel_record
HF00105,Health Post,7.560141,9.684515,"\x01\x01\x00\x00\x00N\x980\x9A\x95=\x1E@->\x05\xC0x^#@",0.0,1.0,1.0,0.0,0.0,inadequate
HF00550,Comprehensive Health Centre,7.718681,9.53098,"\x01\x01\x00\x00\x00\xBC\x06}\xE9\xED\xDF\x1E@\x00\xA9M\x9C\xDC\x0F#@",3.0,2.0,6.0,0.0,4.0,inadequate
HF00600,Primary Health Centre,7.550657,10.253187,\x01\x01\x00\x00\x00\xFF@\xB9m\xDF3\x1E@r\x8B\xF9\xB9\xA1\x81$@,3.0,2.0,5.0,2.0,0.0,adequate
HF00566,Primary Health Centre,7.119101,10.99749,"\x01\x01\x00\x00\x00\xFF\xAE\xCF\x9C\xF5y\x1C@\x91,`\x02\xB7\xFE%@",0.0,9.0,4.0,1.0,0.0,adequate
HF01259,Primary Health Centre,9.555371,10.111013,"\x01\x01\x00\x00\x00+Kt\x96Y\x1C#@\x98\xDC(\xB2\xD68$@",0.0,4.0,2.0,2.0,2.0,inadequate
HF00644,Health Post,8.719519,10.689064,\x01\x01\x00\x00\x00\x85\xB3[\xCBdp!@\xAF\xB3!\xFF\xCC`%@,0.0,2.0,2.0,1.0,0.0,adequate
HF00649,Primary Health Centre,8.787756,10.695032,\x01\x01\x00\x00\x00\x9Ft\x22\xC1T\x93!@\xD1X\xFB;\xDBc%@,0.0,6.0,8.0,3.0,0.0,adequate
HF00255,Primary Health Centre,7.826075,8.349803,"\x01\x01\x00\x00\x00=,\xD4\x9A\xE6M\x1F@\xDB\x15\xFA`\x19\xB3 @",1.0,3.0,4.0,1.0,1.0,adequate
HF00873,Primary Health Centre,8.109248,8.406026,\x01\x01\x00\x00\x00\x8BN\x96Z\xEF7 @\xC2\xA6\xCE\xA3\xE2\xCF @,1.0,4.0,4.0,0.0,0.0,adequate
HF00746,Primary Health Centre,8.682355,8.102501,\x01\x01\x00\x00\x00/\x86r\xA2]]!@V\x9D\xD5\x02{4 @,2.0,8.0,4.0,0.0,1.0,adequate
HF00311,Primary Health Centre,7.694136,7.57436,\x01\x01\x00\x00\x00\xB0\xE7k\x96\xCB\xC6\x1E@\xB2\x85 \x07%L\x1E@,1.0,3.0,3.0,1.0,0.0,adequate
HF00774,Comprehensive Health Centre,8.572348,7.956988,\x01\x01\x00\x00\x00\xAD\xDC\x0B\xCC\x0A%!@e\xA8\x8A\xA9\xF4\xD3\x1F@,2.0,8.0,7.0,2.0,0.0,adequate
HF00749,Primary Health Centre,8.850089,7.919349,\x01\x01\x00\x00\x00\xF2`\x8B\xDD>\xB3!@\xF4p\x02\xD3i\xAD\x1F@,0.0,8.0,5.0,1.0,1.0,adequate
HF01206,Comprehensive Health Centre,9.368564,9.181111,\x01\x01\x00\x00\x00D\xF7\xACk\xB4\xBC\x22@G\xE4\xBB\x94\xBA\x5C\x22@,0.0,11.0,0.0,6.0,0.0,inadequate
HF00445,Primary Health Centre,7.716927,8.49926,\x01\x01\x00\x00\x00Bz\x8A\x1C\x22\xDE\x1E@\xE4f\xB8\x01\x9F\xFF @,0.0,6.0,3.0,1.0,1.0,adequate
HF00879,Health Post,8.458121,8.495552,\x01\x01\x00\x00\x00\xBD8\xF1\xD5\x8E\xEA @N\xEF\xE2\xFD\xB8\xFD @,0.0,0.0,3.0,1.0,0.0,adequate
HF00930,General Hospital,8.523822,8.910009,\x01\x01\x00\x00\x00\xC2\xD9\xADe2\x0C!@\x9F!\x1C\xB3\xEC\xD1!@,11.0,11.0,25.0,6.0,5.0,adequate
HF00978,Health Post,9.848304,11.03691,"\x01\x01\x00\x00\x00\xC9!\xE2\xE6T\xB2#@m\xCA\x15\xDE\xE5\x12&@",1.0,2.0,3.0,0.0,1.0,adequate
HF00192,Primary Health Centre,6.552121,10.794518,\x01\x01\x00\x00\x00@\xBD\x195_5\x1A@\xAA*4\x10\xCB\x96%@,3.0,8.0,10.0,0.0,0.0,adequate
HF00499,Health Post,7.99139,9.912396,"\x01\x01\x00\x00\x00eS\xAE\xF0.\xF7\x1F@\x9F\x00\x8A\x91%\xD3#@",0.0,1.0,3.0,0.0,1.0,adequate
HF00747,Health Post,8.806199,7.998375,\x01\x01\x00\x00\x00\xC4\x22\x86\x1D\xC6\x9C!@u\x93\x18\x04V\xFE\x1F@,,,,,,no_personnel_record
HF01094,Health Post,8.998953,11.399235,\x01\x01\x00\x00\x00p{\x82\xC4v\xFF!@M\xD6\xA8\x87h\xCC&@,0.0,2.0,3.0,1.0,0.0,adequate
HF00534,Cottage Hospital,8.498951,10.387755,\x01\x01\x00\x00\x00\xED\x9Cf\x81v\xFF @\x91\xB8\xC7\xD2\x87\xC6$@,2.0,3.0,19.0,0.0,0.0,inadequate
HF00313,Health Post,7.639672,7.535651,\x01\x01\x00\x00\x00\xEB\xAA@-\x06\x8F\x1E@^G\x1C\xB2\x81$\x1E@,1.0,1.0,0.0,0.0,0.0,inadequate
HF01063,Cottage Hospital,9.828417,10.937464,"\x01\x01\x00\x00\x00\x9F\xE6\xE4E&\xA8#@\xCDZ\x0AH\xFB\xDF%@",6.0,0.0,2.0,0.0,3.0,inadequate
HF00834,Primary Health Centre,9.757267,8.792874,"\x01\x01\x00\x00\x00\x19\xAE\x0E\x80\xB8\x83#@\x89\xB2\xB7\x94\xF3\x95!@",0.0,0.0,4.0,1.0,2.0,inadequate
HF00047,Comprehensive Health Centre,5.913583,9.778972,"\x01\x01\x00\x00\x00\xED\xB9LM\x82\xA7\x17@\xDA\xFF\x00k\xD5\x8E#@",2.0,7.0,8.0,1.0,3.0,adequate
HF00845,Primary Health Centre,9.226196,8.565027,\x01\x01\x00\x00\x00\xD7\xF8L\xF6\xCFs\x22@\xC8\xB6\x0C8K!!@,0.0,3.0,1.0,1.0,0.0,inadequate
HF00009,Health Post,6.287578,9.305531,\x01\x01\x00\x00\x00D2\xE4\xD8z&\x19@\x0F\xD4)\x8Fn\x9C\x22@,0.0,2.0,0.0,1.0,0.0,inadequate
HF00789,Primary Health Centre,8.5302,7.653698,\x01\x01\x00\x00\x00\xAC\xAD\xD8_v\x0F!@\xAA\xD7-\x02c\x9D\x1E@,2.0,2.0,5.0,2.0,1.0,adequate
HF00839,Primary Health Centre,9.750554,8.734666,"\x01\x01\x00\x00\x00\x93\xC3\x27\x9DH\x80#@^\xF7V$&x!@",0.0,3.0,0.0,0.0,0.0,inadequate
HF00090,Health Post,7.301828,9.47408,\x01\x01\x00\x00\x00\x80\x114f\x125\x1D@\x18`\x1F\x9D\xBA\xF2\x22@,,,,,,no_personnel_record
HF00128,Health Post,6.874655,9.673279,"\x01\x01\x00\x00\x00\xAB!q\x8F\xA5\x7F\x1B@\xCC*l\x06\xB8X#@",0.0,0.0,1.0,0.0,0.0,inadequate
HF00276,Health Post,7.544852,8.118132,\x01\x01\x00\x00\x00\x09\xA4\xC4\xAE\xED-\x1E@\xDE8)\xCC{< @,0.0,2.0,2.0,0.0,0.0,adequate
HF00477,Primary Health Centre,7.72612,9.239025,\x01\x01\x00\x00\x00\xD6\xE2S\x00\x8C\xE7\x1E@Q\xDA\x1B|az\x22@,1.0,8.0,3.0,2.0,1.0,adequate
HF00288,General Hospital,7.662236,7.486589,\x01\x01\x00\x00\x00x\xEF\xA81!\xA6\x1E@\x96_\x06cD\xF2\x1D@,0.0,23.0,15.0,1.0,1.0,inadequate
HF00519,Primary Health Centre,8.357055,9.828162,"\x01\x01\x00\x00\x00\x1F\xBF\xB7\xE9\xCF\xB6 @u\x94\x83\xD9\x04\xA8#@",2.0,3.0,6.0,1.0,0.0,adequate
HF00613,Health Post,7.550008,10.72978,\x01\x01\x00\x00\x00J\x27\x12L53\x1E@\xBD\x8Cb\xB9\xA5u%@,0.0,2.0,1.0,0.0,0.0,inadequate
HF00501,Primary Health Centre,7.94622,10.19662,\x01\x01\x00\x00\x00\xD4HK\xE5\xED\xC8\x1F@\xA2zk`\xABd$@,0.0,1.0,6.0,1.0,2.0,inadequate
HF00595,Primary Health Centre,,,,2.0,3.0,9.0,2.0,0.0,adequate
HF00694,Health Post,8.459204,11.615395,\x01\x01\x00\x00\x00\x80bd\xC9\x1C\xEB @l>\xAE\x0D\x15;\x27@,1.0,1.0,1.0,0.0,0.0,inadequate
HF00316,Health Post,7.621859,7.423601,\x01\x01\x00\x00\x00\x9F\xE4\x0E\x9B\xC8|\x1E@*6\xE6u\xC4\xB1\x1D@,0.0,2.0,1.0,0.0,0.0,inadequate
HF00904,Health Post,9.34602,8.974446,\x01\x01\x00\x00\x00\x1A\x86\x8F\x88)\xB1\x22@\xA0o\x0B\x96\xEA\xF2!@,0.0,2.0,3.0,1.0,0.0,adequate
HF00384,Primary Health Centre,7.035096,7.921151,"\x01\x01\x00\x00\x00\xB5\xE1\xB04\xF0#\x1C@\xF6\xB5.5B\xAF\x1F@",0.0,3.0,5.0,1.0,0.0,adequate
HF00360,Health Post,6.666222222222222,8.04,\x01\x01\x00\x00\x00f@\x81(6\xAA\x1A@\x14\xAEG\xE1z\x14 @,0.0,1.0,3.0,0.0,0.0,adequate
HF900899,Health Post,8.694335,9.05162,\x01\x01\x00\x00\x00\xB3\xEF\x8A\xE0\x7Fc!@\x98\xA3\xC7\xEFm\x1A\x22@,,,,,,no_personnel_record
HF01236,Comprehensive Health Centre,9.687848,9.563436,"\x01\x01\x00\x00\x00\xEF<\xF1\x9C-`#@2\xC7\xF2\xAEz #@",0.0,15.0,13.0,0.0,3.0,inadequate
HF00700,Primary Health Centre,8.704254,11.603649,\x01\x01\x00\x00\x00\x85\x27\xF4\xFA\x93h!@\xB6\x86R{\x115\x27@,0.0,1.0,5.0,0.0,1.0,inadequate
HF01227,Primary Health Centre,9.261461,9.688894,"\x01\x01\x00\x00\x00\xE2[X7\xDE\x85\x22@=\xD2\xE0\xB6\xB6`#@",2.0,7.0,10.0,0.0,2.0,adequate
HF00763,Health Post,8.428366,7.816138,\x01\x01\x00\x00\x00\xCAo\xD1\xC9R\xDB @e\x17\x0C\xAE\xB9C\x1F@,,,,,,no_personnel_record
HF00012,Health Post,5.755545,9.381572,"\x01\x01\x00\x00\x00\x12\xA0\xA6\x96\xAD\x05\x17@}#\xBAg]\xC3\x22@",0.0,2.0,3.0,0.0,1.0,adequate
HF00075,Primary Health Centre,6.385216,9.256285,\x01\x01\x00\x00\x00p\x95\x27\x10v\x8A\x19@%\xE9\x9A\xC97\x83\x22@,1.0,0.0,0.0,1.0,0.0,inadequate
HF00193,Health Post,6.669691,10.941114,\x01\x01\x00\x00\x00\xC0\xB3=z\xC3\xAD\x1A@\x91\x9D\xB7\xB1\xD9\xE1%@,1.0,2.0,2.0,0.0,0.0,adequate
HF00177,Health Post,6.184442,10.395017,\x01\x01\x00\x00\x00\x0B\x09\x18]\xDE\xBC\x18@b\xBA\x10\xAB?\xCA$@,0.0,1.0,1.0,0.0,0.0,inadequate
HF01057,Health Post,10.01078,10.418029,\x01\x01\x00\x00\x00\xDA\xE6\xC6\xF4\x84\x05$@&\x8F\xA7\xE5\x07\xD6$@,0.0,2.0,1.0,0.0,0.0,inadequate
HF00071,Primary Health Centre,6.013656,9.452195,\x01\x01\x00\x00\x00\xA3\x93\xA5\xD6\xFB\x0D\x18@V\xD4`\x1A\x86\xE7\x22@,0.0,6.0,2.0,1.0,2.0,inadequate
HF01209,Health Post,9.397927,9.548282,"\x01\x01\x00\x00\x00\x0Adv\x16\xBD\xCB\x22@\x90\xF8\x15k\xB8\x18#@",1.0,0.0,3.0,1.0,0.0,adequate
HF00175,Primary Health Centre,6.9515,10.128821,\x01\x01\x00\x00\x00u\x93\x18\x04V\xCE\x1B@w\x13|\xD3\xF4A$@,1.0,0.0,4.0,0.0,2.0,inadequate
HF00918,Primary Health Centre,8.776158,8.561835,\x01\x01\x00\x00\x00\xBB\x0E\xD5\x94d\x8D!@\x0F\x7FM\xD6\xA8\x1F!@,1.0,0.0,7.0,2.0,0.0,inadequate
HF01314,Primary Health Centre,10.3036,10.09922,\x01\x01\x00\x00\x00\x96!\x8Euq\x9B$@\xDF7\xBE\xF6\xCC2$@,0.0,6.0,5.0,0.0,1.0,adequate
HF01086,Primary Health Centre,9.553317,11.586868,"\x01\x01\x00\x00\x00D\xA4\xA6]L\x1B#@K#f\xF6y,\x27@",0.0,4.0,4.0,0.0,1.0,adequate
HF00440,Primary Health Centre,,,,0.0,3.0,3.0,0.0,2.0,adequate
HF01202,Primary Health Centre,9.335028,9.41156,\x01\x01\x00\x00\x00\x13}>\xCA\x88\xAB\x22@\xFB\xAE\x08\xFE\xB7\xD2\x22@,0.0,3.0,5.0,2.0,1.0,adequate
HF01221,General Hospital,9.132241,9.639112,"\x01\x01\x00\x00\x00ta\xA4\x17\xB5C\x22@Z\xF6$\xB09G#@",3.0,10.0,14.0,3.0,6.0,adequate
HF01298,Health Post,10.814573,10.149264,\x01\x01\x00\x00\x00\xC2hV\xB6\x0F\xA1%@\xB7\xF0\xBCTlL$@,0.0,2.0,1.0,0.0,1.0,inadequate
HF00008,Health Post,6.31174,9.306027,\x01\x01\x00\x00\x00\x90kC\xC58?\x19@\xD0b)\x92\xAF\x9C\x22@,0.0,0.0,3.0,0.0,0.0,adequate
HF00185,Health Post,6.532454,10.528277,\x01\x01\x00\x00\x00_\x7F\x12\x9F;!\x1A@>u\xACRz\x0E%@,0.0,2.0,2.0,0.0,0.0,adequate
HF00387,Primary Health Centre,7.121138,8.161883,\x01\x01\x00\x00\x00\x1E6\x91\x99\x0B|\x1C@\x86\x8E\x1DT\xE2R @,0.0,0.0,3.0,0.0,0.0,inadequate
HF00847,Primary Health Centre,9.411792,8.428875,\x01\x01\x00\x00\x00E\x82\xA9f\xD6\xD2\x22@\xDD$\x06\x81\x95\xDB @,0.0,5.0,4.0,0.0,1.0,adequate
HF00021,Primary Health Centre,6.302085,8.752193,\x01\x01\x00\x00\x00\xDAr.\xC5U5\x19@m\x8F\xDEp\x1F\x81!@,0.0,5.0,3.0,1.0,0.0,adequate
HF01315,Primary Health Centre,10.412017,10.296785,\x01\x01\x00\x00\x00\xC5\xCAh\xE4\xF3\xD2$@\x00\xE3\x194\xF4\x97$@,3.0,5.0,0.0,1.0,1.0,inadequate
HF01040,Primary Health Centre,10.598331,10.657604,\x01\x01\x00\x00\x00\xAF]\xDApX2%@\x04p\xB3x\xB1P%@,0.0,4.0,1.0,1.0,1.0,inadequate
HF01140,Primary Health Centre,9.654445,8.904026,"\x01\x01\x00\x00\x00\xBB\x0F@j\x13O#@\xA7w\xF1~\xDC\xCE!@",0.0,2.0,1.0,1.0,0.0,inadequate
HF01226,Primary Health Centre,9.324263,9.671112,"\x01\x01\x00\x00\x00\x0F\x9B\xC8\xCC\x05\xA6\x22@\x04\xE8\xF7\xFD\x9BW#@",0.0,4.0,6.0,1.0,1.0,adequate
HF00556,Health Post,7.678294,10.061189,"\x01\x01\x00\x00\x00\xC7J\xCC\xB3\x92\xB6\x1E@\xF9\xBF#*T\x1F$@",0.0,1.0,1.0,0.0,0.0,inadequate
HF00179,Primary Health Centre,6.1876,10.385132,\x01\x01\x00\x00\x00\x1C\xEB\xE26\x1A\xC0\x18@AI\x81\x050\xC5$@,0.0,7.0,6.0,0.0,5.0,adequate
HF00176,Health Post,6.94361,10.311698,\x01\x01\x00\x00\x00\xD8\xB6(\xB3A\xC6\x1B@\x0CuX\xE1\x96\x9F$@,0.0,1.0,3.0,1.0,0.0,adequate
HF01041,Comprehensive Health Centre,10.65345,10.460045,\x01\x01\x00\x00\x00t$\x97\xFF\x90N%@k`\xAB\x04\x8B\xEB$@,0.0,7.0,19.0,1.0,0.0,inadequate
HF00138,Primary Health Centre,7.003928,9.546265,"\x01\x01\x00\x00\x00\x9E\x27\x9E\xB3\x05\x04\x1C@\x1D\xE6\xCB\x0B\xB0\x17#@",1.0,3.0,6.0,0.0,1.0,adequate
HF00559,Health Post,7.562021,10.015408,\x01\x01\x00\x00\x00.\xA9\xDAn\x82?\x1E@\x8C1\xB0\x8E\xE3\x07$@,0.0,1.0,3.0,0.0,0.0,adequate
HF00152,Comprehensive Health Centre,7.327791,10.127443,\x01\x01\x00\x00\x00K\xB1\xA3q\xA8O\x1D@P5z5@A$@,0.0,4.0,7.0,2.0,1.0,inadequate
HF00381,Primary Health Centre,6.913649,7.926184,\x01\x01\x00\x00\x00\xA9\x17|\x9A\x93\xA7\x1B@YP\x18\x94i\xB4\x1F@,,,,,,no_personnel_record
HF00526,Health Post,8.473404,9.812121,"\x01\x01\x00\x00\x00W\x97S\x02b\xF2 @%\xCA\xDER\xCE\x9F#@",1.0,2.0,2.0,0.0,0.0,adequate
HF00993,Primary Health Centre,10.183303,10.922474,\x01\x01\x00\x00\x00s\x84\x0C\xE4\xD9]$@\x13\xD2\x1A\x83N\xD8%@,3.0,4.0,6.0,1.0,1.0,adequate
HF00796,Primary Health Centre,10.013204,8.337604,\x01\x01\x00\x00\x00OZ\xB8\xAC\xC2\x06$@a\xFFun\xDA\xAC @,0.0,3.0,4.0,0.0,0.0,adequate
HF00812,Primary Health Centre,8.965216,8.403839,\x01\x01\x00\x00\x00\xE1&\xA3\xCA0\xEE!@\xDD\xB2C\xFC\xC3\xCE @,1.0,7.0,0.0,0.0,2.0,inadequate
HF00222,Primary Health Centre,6.510914,10.437259,\x01\x01\x00\x00\x000F$\x0A-\x0B\x1A@i\xC3ai\xE0\xDF$@,0.0,7.0,8.0,2.0,0.0,adequate
HF00411,Cottage Hospital,7.12557,8.411782,\x01\x01\x00\x00\x00To\x0Dl\x95\x80\x1C@\xB7)\x1E\x17\xD5\xD2 @,3.0,16.0,11.0,0.0,3.0,inadequate
HF00072,Primary Health Centre,6.377367,9.346238,\x01\x01\x00\x00\x00\xC8[\xAE~l\x82\x19@\xD0Cm\x1BF\xB1\x22@,,,,,,no_personnel_record
HF00020,Primary Health Centre,6.299295,8.742118,\x01\x01\x00\x00\x00\xDFlscz2\x19@\xBD\x8B\xF7\xE3\xF6{!@,2.0,3.0,6.0,0.0,1.0,adequate
HF00278,Primary Health Centre,7.726362,8.360954,\x01\x01\x00\x00\x00\x86:\xACp\xCB\xE7\x1E@\x84\xB8r\xF6\xCE\xB8 @,0.0,3.0,3.0,0.0,1.0,adequate
HF00289,Health Post,7.727978,7.426917,\x01\x01\x00\x00\x00x\xD4\x98\x10s\xE9\x1E@\xFDl\xE4\xBA)\xB5\x1D@,0.0,1.0,1.0,0.0,0.0,inadequate
HF00467,Health Post,8.005198,9.242279,\x01\x01\x00\x00\x00\x5C\x02\xF0O\xA9\x02 @\xE2\x03;\xFE\x0B|\x22@,0.0,2.0,0.0,0.0,0.0,inadequate
HF01113,Primary Health Centre,9.1918,11.295959,"\x01\x01\x00\x00\x00\xE0\xBE\x0E\x9C3b\x22@\xEA\xE9#\xF0\x87\x97&@",1.0,4.0,6.0,2.0,0.0,adequate
HF00859,Health Post,9.077686,8.660756,\x01\x01\x00\x00\x00\xD0\xB6\x9Au\xC6\x27\x22@\x84EE\x9CNR!@,0.0,1.0,1.0,0.0,0.0,inadequate
HF00417,Health Post,7.888151,8.462873,\x01\x01\x00\x00\x00\x87\xA3\xABtw\x8D\x1F@\x1Fg\x9A\xB0\xFD\xEC @,0.0,3.0,0.0,0.0,0.0,inadequate
HF00037,Primary Health Centre,6.450128,9.845145,"\x01\x01\x00\x00\x009\x0E\xBCZ\xEE\xCC\x19@\x7F\xC1n\xD8\xB6\xB0#@",0.0,2.0,6.0,2.0,0.0,adequate
HF900052,Primary Health Centre,6.104447,9.650465,"\x01\x01\x00\x00\x00H\xA9\x84\x27\xF4j\x18@\xA2b\x9C\xBF\x09M#@",,,,,,no_personnel_record
HF00367,Cottage Hospital,6.520543,8.651852,\x01\x01\x00\x00\x00\x9C\xA5d9\x09\x15\x1A@\x15\xAA\x9B\x8B\xBFM!@,3.0,1.0,6.0,4.0,3.0,inadequate
HF00095,Health Post,7.438632,9.50402,"\x01\x01\x00\x00\x00\x92\xEA;\xBF(\xC1\x1D@R\x0F\xD1\xE8\x0E\x02#@",0.0,1.0,1.0,0.0,0.0,inadequate
HF01166,Primary Health Centre,10.21,8.57,"\x01\x01\x00\x00\x00\xECQ\xB8\x1E\x85k$@\xA4p=\x0A\xD7#!@",1.0,0.0,0.0,1.0,1.0,inadequate
HF00584,Health Post,7.802094,10.868916,\x01\x01\x00\x00\x00tE)!X5\x1F@9\xF1\xD5\x8E\xE2\xBC%@,1.0,1.0,2.0,1.0,0.0,adequate
HF01294,Health Post,10.698088,10.233503,\x01\x01\x00\x00\x00\xC9uS\xCAke%@)\x09\x89\xB4\x8Dw$@,0.0,1.0,2.0,1.0,0.0,adequate
HF01304,Health Post,10.155194444444446,9.771,"\x01\x01\x00\x00\x00\xCF\xD1n\xA5uO$@\x98n\x12\x83\xC0\x8A#@",0.0,1.0,2.0,0.0,0.0,adequate
HF00771,Health Post,8.484971,7.928792,\x01\x01\x00\x00\x00O\x04q\x1EN\xF8 @N%\x03@\x15\xB7\x1F@,1.0,1.0,1.0,0.0,0.0,inadequate
HF00691,Comprehensive Health Centre,7.9556,11.535905,"\x01\x01\x00\x00\x00\xFB:p\xCE\x88\xD2\x1F@\x98\x86\xE1#b\x12\x27@",,,,,,no_personnel_record
HF01035,Health Post,10.405017,10.446018,\x01\x01\x00\x00\x00\xE8\xA5bc^\xCF$@\xCB\xDA\xA6x\x5C\xE4$@,0.0,2.0,3.0,1.0,0.0,adequate
HF01324,Primary Health Centre,10.471842,9.915541,"\x01\x01\x00\x00\x00+\xC2MF\x95\xF1$@UK:\xCA\xC1\xD4#@",1.0,3.0,4.0,1.0,1.0,adequate
HF01095,Primary Health Centre,8.932769,11.36894,\x01\x01\x00\x00\x00\xFCq\xFB\xE5\x93\xDD!@[_$\xB4\xE5\xBC&@,2.0,2.0,6.0,0.0,1.0,adequate
HF00823,Primary Health Centre,9.305609,8.138822,\x01\x01\x00\x00\x00\xFE\xB9h\xC8x\x9C\x22@=\xEE[\xAD\x13G @,0.0,3.0,4.0,0.0,1.0,adequate
HF00067,Health Post,5.961923,9.414439,\x01\x01\x00\x00\x00\xB1\x14\xC9W\x02\xD9\x17@\xB7_>Y1\xD4\x22@,0.0,0.0,2.0,1.0,0.0,adequate
HF00887,Health Post,8.604787,9.504081,"\x01\x01\x00\x00\x00\x87\x17D\xA4\xA65!@\xE8\x11\xA3\xE7\x16\x02#@",1.0,0.0,1.0,0.0,0.0,inadequate
HF00655,Primary Health Centre,8.158438,11.213725,\x01\x01\x00\x00\x00&\xE3\x18\xC9\x1EQ @\xDA\xAC\xFA\x5Cmm&@,0.0,7.0,5.0,1.0,1.0,adequate
HF00422,Cottage Hospital,,,,4.0,3.0,11.0,4.0,0.0,inadequate
HF01320,Primary Health Centre,10.540791,9.970152,"\x01\x01\x00\x00\x009\xF1\xD5\x8E\xE2\x14%@ILP\xC3\xB7\xF0#@",1.0,8.0,2.0,0.0,1.0,inadequate
HF01042,Health Post,10.733492,10.628218,\x01\x01\x00\x00\x00Y\xC1oC\x8Cw%@^\x84)\xCA\xA5A%@,0.0,2.0,1.0,0.0,0.0,inadequate
HF00625,Cottage Hospital,6.871031,10.936763,\x01\x01\x00\x00\x00n5\xEB\x8C\xEF{\x1B@\xA84bf\x9F\xDF%@,,,,,,no_personnel_record
HF00321,Comprehensive Health Centre,7.979697,7.433514,\x01\x01\x00\x00\x00\x0E\xF5\xBB\xB05\xEB\x1F@\xBDn\x11\x18\xEB\xBB\x1D@,5.0,3.0,2.0,2.0,0.0,inadequate
HF00064,Health Post,5.922543,9.067566,\x01\x01\x00\x00\x00k\x9D\xB8\x1C\xAF\xB0\x17@\xA0\xA4\xC0\x02\x98\x22\x22@,1.0,0.0,3.0,1.0,0.0,adequate
HF00708,Health Post,9.117929,7.780579,\x01\x01\x00\x00\x00\xFE\x7F\x9C0a<\x22@\x0D\xC7\xF3\x19P\x1F\x1F@,0.0,0.0,1.0,0.0,0.0,inadequate
HF00908,Primary Health Centre,8.224397,9.069231,"\x01\x01\x00\x00\x00\x1A\xA4\xE0)\xE4r @\x1F\xBD\xE1>r#\x22@",1.0,3.0,3.0,0.0,1.0,adequate
HF01125,Health Post,9.468348,11.056699,\x01\x01\x00\x00\x00EK\x1EO\xCB\xEF\x22@\x8Bn\xBD\xA6\x07\x1D&@,1.0,1.0,2.0,0.0,0.0,adequate
HF01145,Health Post,10.421867,9.195991,\x01\x01\x00\x00\x00\xF5\x85\x90\xF3\xFE\xD7$@\xE4\x9E\xAE\xEEXd\x22@,0.0,1.0,1.0,0.0,0.0,inadequate
HF00820,Comprehensive Health Centre,9.181705,8.385834,\x01\x01\x00\x00\x00\x13\x0A\x11p\x08]\x22@\xA6^\xB7\x08\x8C\xC5 @,1.0,4.0,7.0,4.0,1.0,adequate
HF00198,Health Post,6.793319,11.020406,"\x01\x01\x00\x00\x00\x84.\xE1\xD0[,\x1B@\xCBH\xBD\xA7r\x0A&@",0.0,1.0,2.0,0.0,0.0,adequate
HF01219,Primary Health Centre,9.104586,9.573868,"\x01\x01\x00\x00\x00)=\xD3K\x8C5\x22@\x1Dq\xC8\x06\xD2%#@",2.0,6.0,1.0,3.0,1.0,inadequate
HF00535,Primary Health Centre,8.674514,10.124574,"\x01\x01\x00\x00\x00gc%\xE6YY!@#\xDD\xCF)\xC8?$@",0.0,3.0,5.0,0.0,2.0,adequate
HF00866,Primary Health Centre,8.940091,8.94883,"\x01\x01\x00\x00\x00#\x87\x88\x9BS\xE1!@g\xED\xB6\x0B\xCD\xE5!@",,,,,,no_personnel_record
HF00139,Health Post,6.992913,9.328799,\x01\x01\x00\x00\x00\xCE\x17{/\xBE\xF8\x1B@>\xEA\xAFWX\xA8\x22@,0.0,1.0,2.0,0.0,0.0,adequate
HF01200,Health Post,9.307533,9.410747,\x01\x01\x00\x00\x00\xAC\xE1\x22\xF7t\x9D\x22@8\xDCGnM\xD2\x22@,0.0,2.0,2.0,1.0,0.0,adequate
HF00124,Primary Health Centre,6.850823,9.297858,\x01\x01\x00\x00\x00\x0A\xBD\xFE$>g\x1B@5\xB4\x01\xD8\x80\x98\x22@,0.0,7.0,4.0,1.0,1.0,adequate
HF00868,Health Post,9.031458,9.058523,\x01\x01\x00\x00\x00(eRC\x1B\x10\x22@\xAB \x06\xBA\xF6\x1D\x22@,1.0,2.0,2.0,0.0,0.0,adequate
HF00266,Health Post,8.122144,8.269106,\x01\x01\x00\x00\x00%\xCE\x8A\xA8\x89> @\x94P\xFAB\xC8\x89 @,0.0,0.0,1.0,0.0,0.0,inadequate
HF01242,Health Post,9.89431,9.649259,"\x01\x01\x00\x00\x00\xB6\xF8\x14\x00\xE3\xC9#@pD\xF7\xACkL#@",1.0,1.0,1.0,1.0,1.0,inadequate
