facility_id,raw_lga_name,raw_sen_district,raw_longitude,raw_latitude,lon_parse_method,lat_parse_method,coord_status,lga_match_method,lga_match_score,matched_lga_code,matched_lga_canonical,matched_sen_district,sen_district_agrees
HF01175,Maljiwo,Agbkeko North,"9°33'05.6""E","9°10'20.9""N",dms,dms,included,exact,100.0,LGA069,Maljiwo,Agbkeko North,True
HF00399,Katrini,Agbzatu Central,7.013449,8.422234,clean,clean,included,exact,100.0,LGA062,KATRINI,Agbzatu Central,True
HF00189,Umumitu,Kukrima South,6.600439,10.953746,clean,clean,included,exact,100.0,LGA102,Umumitu,Kukrima South,True
HF01254,DAIBAMA,Agbkeko Central,9.513872,9.954761,clean,clean,included,exact,100.0,LGA022,Daibama,Agbkeko Central,True
HF00249,Yobkosa-South,Agbzatu North,7.455173,7.636999,clean,clean,included,exact,100.0,LGA112,Yobkosa-South,Agbzatu North,True
HF900431,Oketsifa,Agbzatu South,7.906886,8.425708,clean,clean,included,exact,100.0,LGA081,Oketsifa,Agbzatu South,True
HF01218,Yobrifa-West,Agbkeko Central,8.979999,9.5144,clean,clean,included,exact,100.0,LGA114,YOBRIFA-WEST,Agbkeko Central,True
HF01311,Zammiyi,Agbkeko South,10.334917,10.116757,clean,clean,included,exact,100.0,LGA119,ZAMMIYI,Agbkeko South,True
HF00801,Tamwata-South,Uzojina Central,9.819443,8.27934,clean,clean,included,exact,100.0,LGA095,Tamwata-South,Uzojina Central,True
HF00984,Zambani,Supwasa Central,10.038169,11.125108,clean,clean,included,exact,100.0,LGA115,Zambani,Supwasa Central,True
HF01029,Funkedu,Supwasa Central,10.584043,11.178806,clean,clean,included,exact,100.0,LGA038,Funkedu,Supwasa Central,True
HF01020,Funkedu,Supwasa Central,10.271422,11.190023,clean,clean,included,exact,100.0,LGA038,Funkedu,Supwasa Central,True
HF01106,Loknaba,Supwasa South,8.994841,11.638533,clean,clean,included,exact,100.0,LGA065,Loknaba,Supwasa South,True
HF00166,Wurmashi,Kukrima Central,7.448197,9.986495,clean,clean,included,exact,100.0,LGA107,Wurmashi Local Govt Area,Kukrima Central,True
HF01224,Yobrifa-West,Agbkeko Central,9.260962,9.548068,clean,clean,included,exact,100.0,LGA114,YOBRIFA-WEST,Agbkeko Central,True
HF00952,Nasrifa,Supwasa North,8.96997,10.806687,clean,clean,included,exact,100.0,LGA074,Nasrifa  ,Supwasa North,True
HF00722,Dutjiri,Uzojina North,8.631305,8.292382,clean,clean,included,exact,100.0,LGA028,Dutjiri,Uzojina North,True
HF00436,Agbngoru,Agbzatu South,7.357893,8.479517,clean,clean,included,exact,100.0,LGA009,Agbngoru,Agbzatu South,True
HF00188,Umumitu,Kukrima South,6.494048,10.859272,clean,clean,included,exact,100.0,LGA102,Umumitu,Kukrima South,True
HF01232,Hanjile,Agbkeko Central,9.47114,9.49912,clean,clean,included,exact,100.0,LGA043,Hanjile,Agbkeko Central,True
HF01199,Daibewo,Agbkeko Central,9.295288,9.483579,clean,clean,included,exact,100.0,LGA023,Daibewo,Agbkeko Central,True
HF01052,Katdudu,Supwasa Central,10.095227,10.658858,clean,clean,included,exact,100.0,LGA060,Katdudu,Supwasa Central,True
HF00478,NGETIJA,Agbzatu South,7.775339,9.250912,clean,clean,included,exact,100.0,LGA079,Ngetija,Agbzatu South,True
HF00395,Katrini,Agbzatu Central,6.83,8.31,clean,clean,included,exact,100.0,LGA062,KATRINI,Agbzatu Central,True
HF00073,Ibabani,Kukrima North,6.463764,9.383134,clean,clean,included,exact,100.0,LGA047,Ibabani,Kukrima North,True
HF01122,Oluyofa,Supwasa South,9.380897,11.124742,clean,clean,included,exact,100.0,LGA085,Oluyofa  ,Supwasa South,True
HF00345,ZAMKERI,Agbzatu Central,6.919506,8.771637,clean,clean,included,exact,100.0,LGA118,Zamkeri,Agbzatu Central,True
HF00532,Hansaba,Tivbetu North,8.684833,10.030608,clean,clean,included,exact,100.0,LGA045,Hansaba,Tivbetu North,True
HF01024,Funkedu,Supwasa Central,10.383265,11.282978,clean,clean,included,exact,100.0,LGA038,Funkedu,Supwasa Central,True
HF00565,IbajijaSouth,Tivbetu Central,6.95688,10.872176,clean,clean,included,fuzzy,96.0,LGA048,Ibajija-South,Tivbetu Central,True
HF00165,Wurmashi,Kukrima Central,7.463128,9.989509,clean,clean,included,exact,100.0,LGA107,Wurmashi Local Govt Area,Kukrima Central,True
HF00563,Soktimi,Tivbetu North,7.743905,10.059836,clean,clean,included,exact,100.0,LGA089,Soktimi,Tivbetu North,True
HF00969,Wuryona ,Supwasa North,9.525729,10.561765,clean,clean,included,exact,100.0,LGA108,Wuryona,Supwasa North,True
HF00705,Adekowo,Tivbetu South,8.632523,11.445939,clean,clean,included,exact,100.0,LGA002,Adekowo,Tivbetu South,True
HF00409,Supsama South,Agbzatu Central,6.614101,8.260232,clean,clean,included,fuzzy,92.3076923076923,LGA090,Supsama-South,Agbzatu Central,True
HF00190,Umumitu,Kukrima South,6.64806,10.956638,clean,clean,included,exact,100.0,LGA102,Umumitu,Kukrima South,True
HF00882,UZORISA,Uzojina South,8.311822,9.347545,clean,clean,included,exact,100.0,LGA105,Uzorisa Local Govt Area,Uzojina South,True
HF00513,Bauzani,Tivbetu North,8.163622,10.377385,clean,clean,included,exact,100.0,LGA021,Bauzani,Tivbetu North,True
HF00596,Okerano Central,Tivbetu Central,7.389057,11.103716,clean,clean,included,fuzzy,93.33333333333333,LGA080,Okerano-Central  ,Tivbetu Central,True
HF01308,Ngemidu,Agbkeko South,10.411658,9.913495,clean,clean,included,exact,100.0,LGA077,Ngemidu,Agbkeko South,True
HF00809,Ekedewo,Uzojina Central,9.301706,7.974502,clean,clean,included,exact,100.0,LGA033,Ekedewo  ,Uzojina Central,True
HF01181,Maljiwo,Agbkeko North,9.695107,9.237374,clean,clean,included,exact,100.0,LGA069,Maljiwo,Agbkeko North,True
HF01126,Tivmama,Supwasa South,9.573211,11.020342,clean,clean,included,exact,100.0,LGA097,Tivmama,Supwasa South,True
HF00237,Yobkosa-South ,Agbzatu North,7.422977,7.414021,clean,clean,included,exact,100.0,LGA112,Yobkosa-South,Agbzatu North,True
HF00351,Zamkeri,Agbzatu Central,6.815043,9.044583,clean,clean,included,exact,100.0,LGA118,Zamkeri,Agbzatu Central,True
HF00959,Yobmija,Supwasa North,9.151993,10.279802,clean,clean,included,exact,100.0,LGA113,Yobmija,Supwasa North,True
HF00741,Agbkotu-South,Uzojina North,8.351182,7.952004,clean,clean,included,exact,100.0,LGA006,Agbkotu-South,Uzojina North,True
HF01247,Daibama,Agbkeko Central,9.143997,10.083407,clean,clean,included,exact,100.0,LGA022,Daibama,Agbkeko Central,True
HF00511,Bauzani,Tivbetu North,8.07,10.21,clean,clean,included,exact,100.0,LGA021,Bauzani,Tivbetu North,True
HF00347,Zamkeri LGA,Agbzatu Central,6.928157,8.671094,clean,clean,included,exact,100.0,LGA118,Zamkeri,Agbzatu Central,True
HF01231,Hanjile ,Agbkeko Central,9.464037,9.545713,clean,clean,included,exact,100.0,LGA043,Hanjile,Agbkeko Central,True
HF00032,Riylude-North,Kukrima North,6.254289,9.755742,clean,clean,included,exact,100.0,LGA086,Riylude-North,Kukrima North,True
HF01053,Katdudu,Supwasa Central,10.132632,10.416126,clean,clean,included,exact,100.0,LGA060,Katdudu,Supwasa Central,True
HF01222,Yobrifa-West,Agbkeko Central,9.169447,9.814013,clean,clean,included,exact,100.0,LGA114,YOBRIFA-WEST,Agbkeko Central,True
HF01036,Josmiba,Supwasa Central,10.36,10.39,clean,clean,included,exact,100.0,LGA058,Josmiba,Supwasa Central,True
HF00449,Daishako,Agbzatu South,7.254636,8.735905,clean,clean,included,exact,100.0,LGA025,Daishako,Agbzatu South,True
HF00808,Ekedewo,Uzojina Central,9.34822,7.990621,clean,clean,included,exact,100.0,LGA033,Ekedewo  ,Uzojina Central,True
HF00457,BANNGONO,Agbzatu South,7.271787,9.09629,clean,clean,included,exact,100.0,LGA017,Banngono,Agbzatu South,True
HF00076,Ibabani,Kukrima North,,,missing,missing,excluded_missing_or_unparseable,exact,100.0,LGA047,Ibabani,Kukrima North,True
HF01153,Jostile,Agbkeko North,,,missing,missing,excluded_missing_or_unparseable,exact,100.0,LGA059,Jostile,Agbkeko North,True
HF01208,Daibewo,Agbkeko Central,9.295321,9.50515,clean,clean,included,exact,100.0,LGA023,Daibewo,Agbkeko Central,True
HF01148,Lokshasa,Agbkeko North,10.535799,9.429962,clean,clean,included,exact,100.0,LGA067,Lokshasa  ,Agbkeko North,True
HF00725,Dutjiri,Uzojina North,8.886652,8.207274,clean,clean,included,exact,100.0,LGA028,Dutjiri,Uzojina North,True
HF00562,Soktimi,Tivbetu North,7.667972,9.844426,clean,clean,included,exact,100.0,LGA089,Soktimi,Tivbetu North,True
HF01103,Loknaba LGA,Supwasa South,8.759997,11.433778,clean,clean,included,exact,100.0,LGA065,Loknaba,Supwasa South,True
HF01134,Tivmama,Supwasa South,10.003927,11.502357,clean,clean,included,exact,100.0,LGA097,Tivmama,Supwasa South,True
HF00977,Zambani,Supwasa Central,9.919522,11.099155,clean,clean,included,exact,100.0,LGA115,Zambani,Supwasa Central,True
HF00202,Adenaja,Kukrima South,6.741082,10.618374,clean,clean,included,exact,100.0,LGA004,ADENAJA,Kukrima South,True
HF00853,Wurkota,Uzojina Central,8.967566,8.444522,clean,clean,included,exact,100.0,LGA106,Wurkota  ,Uzojina Central,True
HF00481,Tivsano-North,Tivbetu North,8.212088,10.281884,clean,clean,included,exact,100.0,LGA100,Tivsano-North,Tivbetu Central,False
HF00225,Enumade West,Kukrima South,6.499245,10.12354,clean,clean,included,fuzzy,91.66666666666666,LGA035,Enumade-West,Kukrima South,True
HF00129,Tambemi,Kukrima Central,6.832433,9.706995,clean,clean,included,exact,100.0,LGA092,Tambemi,Kukrima Central,True
HF00117,Agbjide,Kukrima Central,6.626353,9.627134,clean,clean,included,exact,100.0,LGA005,Agbjide,Kukrima Central,True
HF00382,Dutzama,Agbzatu Central,7.021155,7.869011,clean,clean,included,exact,100.0,LGA031,DUTZAMA,Agbzatu Central,True
HF00456,Banngono,Agbzatu South,7.217766,9.111637,clean,clean,included,exact,100.0,LGA017,Banngono,Agbzatu South,True
HF00650,Ibamide,Tivbetu South,8.012237,11.519807,clean,clean,included,exact,100.0,LGA049,Ibamide,Tivbetu South,True
HF00220,Banluta,Kukrima South,6.171554,10.277902,clean,clean,included,exact,100.0,LGA015,Banluta,Kukrima South,True
HF00219,Banluta,Kukrima South,6.11841,10.186953,clean,clean,included,exact,100.0,LGA015,Banluta,Kukrima South,True
HF00537,Uzoberi,Tivbetu North,8.709088,10.373727,clean,clean,included,exact,100.0,LGA103,Uzoberi,Tivbetu North,True
HF00777,Tamluni,Uzojina North,8.716494,7.7319,clean,clean,included,exact,100.0,LGA094,Tamluni,Uzojina North,True
HF00867,Tivngoba,Uzojina South,8.891956,8.983104,clean,clean,included,exact,100.0,LGA098,Tivngoba,Uzojina South,True
HF00107,Yelkefa,Kukrima Central,7.459896,9.665336,clean,clean,included,exact,100.0,LGA109,Yelkefa,Kukrima Central,True
HF01190,Yeltili,Agbkeko North,10.107482,8.911105,clean,clean,included,exact,100.0,LGA110,Yeltili,Agbkeko North,True
HF00328,Gwodele South,Agbzatu North,8.069758,7.640847,clean,clean,included,fuzzy,92.3076923076923,LGA039,Gwodele-South,Agbzatu North,True
HF00373,Lokmata,Agbzatu Central,6.771099,8.76038,clean,clean,included,exact,100.0,LGA064,Lokmata,Agbzatu Central,True
HF00533,Hansaba,Tivbetu North,8.710153,9.952871,clean,clean,included,exact,100.0,LGA045,Hansaba,Tivbetu North,True
HF01018,Funkedu,Supwasa Central,10.415712,11.400667,clean,clean,included,exact,100.0,LGA038,Funkedu,Supwasa Central,True
HF00759,Tamluni,Uzojina North,8.274203,7.795146,clean,clean,included,exact,100.0,LGA094,Tamluni,Uzojina North,True
HF01110,Oluyofa,Supwasa South,9.13005,11.488819,clean,clean,included,exact,100.0,LGA085,Oluyofa  ,Supwasa South,True
HF01283,Nasnadu,Agbkeko South,9.920291,10.294765,clean,clean,included,exact,100.0,LGA073,Nasnadu  ,Agbkeko South,True
HF00053,Irolufa,Kukrima North,6.135046,9.788586,clean,clean,included,exact,100.0,LGA051,Irolufa,Kukrima North,True
HF01230,Hanjile,Agbkeko Central,9.561203,9.790795,clean,clean,included,exact,100.0,LGA043,Hanjile,Agbkeko Central,True
HF00656,Ibamide,Tivbetu South,"8,164714","11,256375",comma_decimal,comma_decimal,included,exact,100.0,LGA049,Ibamide,Tivbetu South,True
HF00713,Tivrafa-West,Uzojina North,9.115763,7.689633,clean,clean,included,fuzzy,91.66666666666666,LGA099,Tivrafa West,Uzojina North,True
HF01238,Hanjile,Agbkeko Central,"9,773458","9,793496",comma_decimal,comma_decimal,included,exact,100.0,LGA043,Hanjile,Agbkeko Central,True
HF00508,Bauzani,Tivbetu North,7.801673,10.179489,clean,clean,included,exact,100.0,LGA021,Bauzani,Tivbetu North,True
HF00196,Umumitu,Kukrima South,6.585774,10.841617,clean,clean,included,exact,100.0,LGA102,Umumitu,Kukrima South,True
HF00448,Daishako,Agbzatu South,7.229764,8.75965,clean,clean,included,exact,100.0,LGA025,Daishako,Agbzatu South,True
HF00442,Agbngoru LGA,Agbzatu South,7.448374,8.456653,clean,clean,included,exact,100.0,LGA009,Agbngoru,Agbzatu South,True
HF00300,HANRAJA,Agbzatu North,7.459246,7.992608,clean,clean,included,exact,100.0,LGA044,Hanraja,Agbzatu North,True
HF00025,Uzoluni,Kukrima North,6.170968,8.856011,clean,clean,included,exact,100.0,LGA104,Uzoluni,Kukrima North,True
HF01135,Sokmiri,Agbkeko North,9.684933,9.121296,clean,clean,included,exact,100.0,LGA088,Sokmiri,Agbkeko North,True
HF00486,Tivsano-North LGA,Tivbetu North,8.405129,10.300582,clean,clean,included,exact,100.0,LGA100,Tivsano-North,Tivbetu Central,False
HF01248,Daibama,Agbkeko Central,9.257016,10.040717,clean,clean,included,exact,100.0,LGA022,Daibama,Agbkeko Central,True
HF00942,Adekeni,Supwasa North,9.375986,10.579926,clean,clean,included,exact,100.0,LGA001,Adekeni,Supwasa North,True
HF01004,Bautiru West,Supwasa Central,10.581101,10.885448,clean,clean,included,fuzzy,91.66666666666666,LGA020,Bautiru-West,Supwasa Central,True
HF01060,Katdudu,Supwasa Central,10.256319,10.591651,clean,clean,included,exact,100.0,LGA060,Katdudu,Supwasa Central,True
HF00677,Olujiwa,Tivbetu South,7.936897,10.99264,clean,clean,included,exact,100.0,LGA084,Olujiwa,Tivbetu South,True
HF01159,Jostile,Agbkeko North,9.945147,9.154065,clean,clean,included,exact,100.0,LGA059,Jostile,Agbkeko North,True
HF00460,Umumayi,Agbzatu South,7.721139,9.1017,clean,clean,included,exact,100.0,LGA101,Umumayi,Agbzatu South,True
HF01323,Gwodewo,Agbkeko South,10.487941,9.914609,clean,clean,included,exact,100.0,LGA040,Gwodewo,Agbkeko South,True
HF00723,Dutjiri,Uzojina North,8.678205,8.377179,clean,clean,included,exact,100.0,LGA028,Dutjiri,Uzojina North,True
HF00301,Hanraja LGA,Agbzatu North,7.407445,7.785653,clean,clean,included,exact,100.0,LGA044,Hanraja,Agbzatu North,True
HF01012,Funkedu,Supwasa Central,10.530803,11.314902,clean,clean,included,exact,100.0,LGA038,Funkedu,Supwasa Central,True
HF00205,Adenaja ,Kukrima South,6.853147,10.388536,clean,clean,included,exact,100.0,LGA004,ADENAJA,Kukrima South,True
HF901211,Yobrifa-West,Agbkeko Central,8.894472,9.63016,clean,clean,included,exact,100.0,LGA114,YOBRIFA-WEST,Agbkeko Central,True
HF00950,Nasrifa,Supwasa North,8.916963,10.944127,clean,clean,included,exact,100.0,LGA074,Nasrifa  ,Supwasa North,True
HF00646,Tamlufa-East,Tivbetu South,8.661667,10.69912,clean,clean,included,exact,100.0,LGA093,Tamlufa-East Local Govt Area,Tivbetu South,True
HF00701,Adekowo,Tivbetu South,8.634443,11.522587,clean,clean,included,exact,100.0,LGA002,Adekowo,Tivbetu South,True
HF01158,Jostile,Agbkeko North,9.960877,9.197386,clean,clean,included,exact,100.0,LGA059,Jostile,Agbkeko North,True
HF01186,Yeltili,Agbkeko North,9.87019,8.952257,clean,clean,included,exact,100.0,LGA110,Yeltili,Agbkeko North,True
HF01183,Maljiwo,Agbkeko North,9.594434,9.413034,clean,clean,included,exact,100.0,LGA069,Maljiwo,Agbkeko North,True
HF00665,Hanjiko LGA,Tivbetu South,8.493358,10.894855,clean,clean,included,exact,100.0,LGA042,Hanjiko Local Govt Area,Tivbetu South,True
HF01116,Oluyofa,Supwasa South,9.222171,11.236469,clean,clean,included,exact,100.0,LGA085,Oluyofa  ,Supwasa South,True
HF00125,Agbjide,Kukrima Central,6.714454,9.255895,clean,clean,included,exact,100.0,LGA005,Agbjide,Kukrima Central,True
HF01093,Baumiru,Supwasa South,8.87432,11.169791,clean,clean,included,exact,100.0,LGA018,Baumiru,Supwasa South,True
HF01197,Yeltili,Agbkeko North,10.250894,9.056913,clean,clean,included,exact,100.0,LGA110,Yeltili,Agbkeko North,True
HF00504,Bauzani,Tivbetu North,7.799663,10.447606,clean,clean,included,exact,100.0,LGA021,Bauzani,Tivbetu North,True
HF01090,BAUMIRU,Supwasa South,8.756392,11.285943,clean,clean,included,exact,100.0,LGA018,Baumiru,Supwasa South,True
HF00323,Gwodele-South,Agbzatu North,8.002708,7.723022,clean,clean,included,exact,100.0,LGA039,Gwodele-South,Agbzatu North,True
HF00640,Tamlufa-East,Tivbetu South,8.441586,10.700668,clean,clean,included,exact,100.0,LGA093,Tamlufa-East Local Govt Area,Tivbetu South,True
HF00104,Yelkefa ,Kukrima Central,7.528177,9.739169,clean,clean,included,exact,100.0,LGA109,Yelkefa,Kukrima Central,True
HF00732,Agbkotu-South,Uzojina North,8.23668,8.166848,clean,clean,included,exact,100.0,LGA006,Agbkotu-South,Uzojina North,True
HF00447,DAISHAKO,Agbzatu South,7.265888,8.704903,clean,clean,included,exact,100.0,LGA025,Daishako,Agbzatu South,True
HF00393,Enutifa,Agbzatu Central,7.278764,7.992849,clean,clean,included,exact,100.0,LGA037,Enutifa,Agbzatu Central,True
HF00297,SUPYOSHI-EAST,Agbzatu North,7.914241,7.602241,clean,clean,included,exact,100.0,LGA091,Supyoshi-East  ,Agbzatu North,True
HF00571,Ibajija-South,Tivbetu Central,7.296889,10.658045,clean,clean,included,exact,100.0,LGA048,Ibajija-South,Tivbetu Central,True
HF00312,Josduri-South ,Agbzatu North,7.702842,7.568388,clean,clean,included,exact,100.0,LGA056,Josduri-South,Agbzatu North,True
HF00552,Malbawo-Central LGA,Tivbetu North,7.789709,9.752498,clean,clean,included,exact,100.0,LGA068,MALBAWO-CENTRAL,Tivbetu North,True
HF01286,Nasnadu,Agbkeko South,10.069643,10.235692,clean,clean,included,exact,100.0,LGA073,Nasnadu  ,Agbkeko South,True
HF00326,Gwodele-South,Agbzatu North,,,missing,missing,excluded_missing_or_unparseable,exact,100.0,LGA039,Gwodele-South,Agbzatu North,True
HF00048,Irolufa,Kukrima North,5.874698,9.865064,clean,clean,included,exact,100.0,LGA051,Irolufa,Kukrima North,True
HF00164,Wurmashi,Kukrima Central,7.49356,9.920894,clean,clean,included,exact,100.0,LGA107,Wurmashi Local Govt Area,Kukrima Central,True
HF01256,Daibama,Agbkeko Central,9.337844,10.003093,clean,clean,included,exact,100.0,LGA022,Daibama,Agbkeko Central,True
HF00928,Zamberi-North,Uzojina South,8.473544,8.668456,clean,clean,included,exact,100.0,LGA116,Zamberi-North,Uzojina South,True
HF00851,Adelaja North,Uzojina Central,9.572852,8.426794,clean,clean,included,fuzzy,92.3076923076923,LGA003,Adelaja-North,Uzojina Central,True
HF01193,Yeltili,Agbkeko North,10.149777,9.069331,clean,clean,included,exact,100.0,LGA110,Yeltili,Agbkeko North,True
HF00019,Uzoluni,Kukrima North,6.233549,8.751762,clean,clean,included,exact,100.0,LGA104,Uzoluni,Kukrima North,True
HF00766,TAMLUNI,Uzojina North,8.676057,7.616658,clean,clean,included,exact,100.0,LGA094,Tamluni,Uzojina North,True
HF01171,Ngenuta-Central,Agbkeko North,10.229463,8.917265,clean,clean,included,exact,100.0,LGA078,Ngenuta-Central Local Govt Area,Agbkeko North,True
HF01176,Maljiwo,Agbkeko North,9.509636,9.152244,clean,clean,included,exact,100.0,LGA069,Maljiwo,Agbkeko North,True
HF01279,Nasnadu,Agbkeko South,9.902561,10.018031,clean,clean,included,exact,100.0,LGA073,Nasnadu  ,Agbkeko South,True
HF01188,YELTILI,Agbkeko North,9.825574,8.786015,clean,clean,included,exact,100.0,LGA110,Yeltili,Agbkeko North,True
HF00127,Agbjide,Kukrima Central,6.788865,9.079884,clean,clean,included,exact,100.0,LGA005,Agbjide,Kukrima Central,True
HF00606,Ironama,Tivbetu Central,7.41366,10.694819,clean,clean,included,exact,100.0,LGA053,Ironama,Tivbetu Central,True
HF00418,Oketsifa,Agbzatu South,7.708377,8.788659,clean,clean,included,exact,100.0,LGA081,Oketsifa,Agbzatu South,True
HF00671,Hanjiko ,Tivbetu South,8.860195,10.976326,clean,clean,included,exact,100.0,LGA042,Hanjiko Local Govt Area,Tivbetu South,True
HF00018,Uzoluni,Kukrima North,6.128625,8.706849,clean,clean,included,exact,100.0,LGA104,Uzoluni,Kukrima North,True
HF00045,Irolufa,Kukrima North,5.869062,9.920266,clean,clean,included,exact,100.0,LGA051,Irolufa,Kukrima North,True
HF01072,Okeyoru-South,Supwasa Central,9.957937,10.797267,clean,clean,included,exact,100.0,LGA082,Okeyoru-South,Supwasa Central,True
HF00781,Nassako-Central,Uzojina North,8.35,7.37,clean,clean,included,exact,100.0,LGA075,Nassako-Central,Uzojina North,True
HF00480,Tivsano-North,Tivbetu North,8.253691,10.386488,clean,clean,included,exact,100.0,LGA100,Tivsano-North,Tivbetu Central,False
HF00317,Josduri-South,Agbzatu North,7.788964,7.669043,clean,clean,included,exact,100.0,LGA056,Josduri-South,Agbzatu North,True
HF00642,Tamlufa-East,Tivbetu South,8.661271,10.545037,clean,clean,included,exact,100.0,LGA093,Tamlufa-East Local Govt Area,Tivbetu South,True
HF00800,Tamwata-South,Uzojina Central,9.85975,8.43158,clean,clean,included,exact,100.0,LGA095,Tamwata-South,Uzojina Central,True
HF00530,HANSABA,Tivbetu North,8.627293,9.839852,clean,clean,included,exact,100.0,LGA045,Hansaba,Tivbetu North,True
HF00690,Nasdudu North,Tivbetu South,7.89026,11.130176,clean,clean,included,fuzzy,92.3076923076923,LGA072,Nasdudu-North,Tivbetu South,True
HF01016,Funkedu,Supwasa Central,10.3954,11.35001,clean,clean,included,exact,100.0,LGA038,Funkedu,Supwasa Central,True
HF00055,Irolufa,Kukrima North,6.028129,9.875043,clean,clean,included,exact,100.0,LGA051,Irolufa,Kukrima North,True
HF00742,AgbkotuSouth,Uzojina North,,,missing,missing,excluded_missing_or_unparseable,fuzzy,96.0,LGA006,Agbkotu-South,Uzojina North,True
HF00424,Oketsifa,Agbzatu South,7.904786,8.508298,clean,clean,included,exact,100.0,LGA081,Oketsifa,Agbzatu South,True
HF01045,Josmiba,Supwasa Central,10.763168,10.409072,clean,clean,included,exact,100.0,LGA058,Josmiba,Supwasa Central,True
HF00252,Agbmita,Agbzatu North,7.944015,8.063994,clean,clean,included,exact,100.0,LGA008,Agbmita  ,Agbzatu North,True
HF00581,IRONGORI,Tivbetu Central,7.760343,10.743219,clean,clean,included,exact,100.0,LGA054,Irongori,Tivbetu Central,True
HF00767,Tamluni,Uzojina North,8.505608,7.653055,clean,clean,included,exact,100.0,LGA094,Tamluni,Uzojina North,True
HF01302,Ngemidu,Agbkeko South,10.039107,9.771793,clean,clean,included,exact,100.0,LGA077,Ngemidu,Agbkeko South,True
HF00675,OLUJIWA,Tivbetu South,8.061331,10.799394,clean,clean,included,exact,100.0,LGA084,Olujiwa,Tivbetu South,True
HF01080,Ekedeta-East,Supwasa South,9.347394,11.555642,clean,clean,included,exact,100.0,LGA032,Ekedeta-East,Supwasa South,True
HF00406,Supsama-South,Agbzatu Central,6.43209,8.585277,clean,clean,included,exact,100.0,LGA090,Supsama-South,Agbzatu Central,True
HF01169,Ngenuta-Central,Agbkeko North,10.146689,8.826966,clean,clean,included,exact,100.0,LGA078,Ngenuta-Central Local Govt Area,Agbkeko North,True
HF00661,Hanjiko,Tivbetu South,8.465687,11.036799,clean,clean,included,exact,100.0,LGA042,Hanjiko Local Govt Area,Tivbetu South,True
HF00806,Tamwata-South,Uzojina Central,10.102937,8.35036,clean,clean,included,exact,100.0,LGA095,Tamwata-South,Uzojina Central,True
HF01132,Tivmama,Supwasa South,9.917037,11.349912,clean,clean,included,exact,100.0,LGA097,Tivmama,Supwasa South,True
HF00033,Riylude-North ,Kukrima North,6.352672,9.806485,clean,clean,included,exact,100.0,LGA086,Riylude-North,Kukrima North,True
HF00560,Soktimi,Tivbetu North,9.863227,7.646916,clean,clean,included,exact,100.0,LGA089,Soktimi,Tivbetu North,True
HF00944,Adekeni LGA,Supwasa North,9.49319,11.008128,clean,clean,included,exact,100.0,LGA001,Adekeni,Supwasa North,True
HF00764,Tamluni,Uzojina North,8.388956,7.879492,clean,clean,included,exact,100.0,LGA094,Tamluni,Uzojina North,True
HF00895,Loksayi,Uzojina South,8.272792,8.783439,clean,clean,included,exact,100.0,LGA066,Loksayi  ,Uzojina South,True
HF00629,Joskeru,Tivbetu South,8.365846,11.231339,clean,clean,included,exact,100.0,LGA057,Joskeru,Tivbetu South,True
HF00500,Agbtsiko,Tivbetu North,7.97,10.16,clean,clean,included,exact,100.0,LGA012,Agbtsiko  ,Tivbetu North,True
HF00659,Ibamide,Tivbetu South,8.256369,11.432597,clean,clean,included,exact,100.0,LGA049,Ibamide,Tivbetu South,True
HF00635,Joskeru,Tivbetu South,8.434217,11.223627,clean,clean,included,exact,100.0,LGA057,Joskeru,Tivbetu South,True
HF00674,Olujiwa LGA,Tivbetu South,8.041144,10.825541,clean,clean,included,exact,100.0,LGA084,Olujiwa,Tivbetu South,True
HF00915,Banluwo,Uzojina South,8.560985,8.55657,clean,clean,included,exact,100.0,LGA016,Banluwo,Uzojina South,True
HF00026,Uzoluni,Kukrima North,6.383685,9.003897,clean,clean,included,exact,100.0,LGA104,Uzoluni,Kukrima North,True
HF00208,Adenaja LGA,Kukrima South,7.021574,10.460539,clean,clean,included,exact,100.0,LGA004,ADENAJA,Kukrima South,True
HF00503,Agbtsiko,Tivbetu North,8.184064,9.952442,clean,clean,included,exact,100.0,LGA012,Agbtsiko  ,Tivbetu North,True
HF00551,Malbawo-Central,Tivbetu North,7.743608,9.509261,clean,clean,included,exact,100.0,LGA068,MALBAWO-CENTRAL,Tivbetu North,True
HF00394,Katrini,Agbzatu Central,6.839057,8.340425,clean,clean,included,exact,100.0,LGA062,KATRINI,Agbzatu Central,True
HF01138,Sokmiri,Agbkeko North,9.6847,9.144992,clean,clean,included,exact,100.0,LGA088,Sokmiri,Agbkeko North,True
HF00364,Lokmata,Agbzatu Central,6.457464,8.804419,clean,clean,included,exact,100.0,LGA064,Lokmata,Agbzatu Central,True
HF00495,Agbtsiko,Tivbetu North,7.837038,9.780427,clean,clean,included,exact,100.0,LGA012,Agbtsiko  ,Tivbetu North,True
HF00917,Banluwo,Uzojina South,8.71888,8.466546,clean,clean,included,exact,100.0,LGA016,Banluwo,Uzojina South,True
HF00369,Lokmata,Agbzatu Central,6.618317,8.700354,clean,clean,included,exact,100.0,LGA064,Lokmata,Agbzatu Central,True
HF00416,Iromashi,Agbzatu Central,7.217638,8.266466,clean,clean,included,exact,100.0,LGA052,Iromashi,Agbzatu Central,True
