ea_code,stratum_code,stratum_name,lga_name,ward_name,settlement_type,households_census_2023,cluster_id,selected,stage1_selection_probability,stratum_total_households,clusters_selected_in_stratum,households_listed_fieldwork,field_status
EA00634,ST02,Kudama State,Aguwayi,Soktiko,Rural,208,,0,,,,,
EA00635,ST02,Kudama State,Dursashi,Olorami,Rural,146,,0,,,,,
EA00636,ST02,Kudama State,Olowawa,Ololana,Rural,214,C059,1,0.1786758,35931.0,30.0,275.0,Visited as selected
EA00637,ST02,Kudama State,Dunzaja,Zarbele,Urban,150,,0,,,,,
EA00638,ST02,Kudama State,Adalari,Uzurina,Rural,74,,0,,,,,
EA00639,ST02,Kudama State,Yoblaja,Umotiwa,Rural,91,,0,,,,,
EA00640,ST02,Kudama State,Sokwayi,Uzujitu,Urban,194,,0,,,,,
EA00641,ST03,Zaruwa State,Irashari,Rivlayi,Urban,294,C087,1,0.22742509,38782.0,30.0,229.0,Visited as selected
EA00642,ST03,Zaruwa State,Rivjiko,Uzuradu,Rural,133,,0,,,,,
EA00643,ST03,Zaruwa State,Ekimile,Fumrashi,Urban,152,,0,,,,,
EA00644,ST03,Zaruwa State,Zarlami,Shazana,Urban,40,,0,,,,,
EA00645,ST03,Zaruwa State,Kaltima,Sokwari,Rural,51,,0,,,,,
EA00646,ST03,Zaruwa State,Kusluba,Shawashi,Rural,60,,0,,,,,
EA00647,ST03,Zaruwa State,Supratu,Barrana,Rural,102,,0,,,,,
EA00648,ST03,Zaruwa State,Kalwatu,Fumrata,Urban,346,,0,,,,,
EA00649,ST03,Zaruwa State,Nakduko,Kusduta,Rural,181,,0,,,,,
EA00650,ST03,Zaruwa State,Gwaluyi,Rivkodu,Rural,192,,0,,,,,
EA00651,ST03,Zaruwa State,Gwarayi,Okoriwa,Urban,387,,0,,,,,
EA00652,ST03,Zaruwa State,Ekilawo,Rivluma,Rural,53,,0,,,,,
EA00653,ST03,Zaruwa State,Katkoko,Binwatu,Rural,192,C071,1,0.14852251,38782.0,30.0,239.0,Visited as selected
EA00654,ST03,Zaruwa State,Halsama,Rivtsini,Urban,246,,0,,,,,
EA00655,ST03,Zaruwa State,Irashari,Mardumi,Rural,88,,0,,,,,
EA00656,ST03,Zaruwa State,Rivjiko,Tanngole,Urban,246,,0,,,,,
EA00657,ST03,Zaruwa State,Ekimile,Nakberu,Urban,79,C062,1,0.06111082,38782.0,30.0,96.0,Visited as selected
EA00658,ST03,Zaruwa State,Zarlami,Jatbeja,Rural,70,,0,,,,,
EA00659,ST03,Zaruwa State,Kaltima,Marwali,Rural,115,,0,,,,,
EA00660,ST03,Zaruwa State,Kusluba,Marrini,Rural,80,,0,,,,,
EA00661,ST03,Zaruwa State,Supratu,Supnutu,Rural,110,C088,1,0.08509102,38782.0,30.0,55.0,Visited as selected
EA00662,ST03,Zaruwa State,Kalwatu,Durmale,Urban,145,,0,,,,,
EA00663,ST03,Zaruwa State,Nakduko,Martsita,Rural,127,,0,,,,,
EA00664,ST03,Zaruwa State,Gwaluyi,Ibishari,Rural,108,,0,,,,,
EA00665,ST03,Zaruwa State,Gwarayi,Naknudu,Urban,160,,0,,,,,
EA00666,ST03,Zaruwa State,Ekilawo,Marjili,Rural,98,,0,,,,,
EA00667,ST03,Zaruwa State,Katkoko,Adanawo,Rural,95,,0,,,,,
EA00668,ST03,Zaruwa State,Halsama,Adawayi,Urban,183,C078,1,0.14156052,38782.0,30.0,151.0,Visited as selected
EA00669,ST03,Zaruwa State,Irashari,Sokjishi,Rural,81,,0,,,,,
EA00670,ST03,Zaruwa State,Rivjiko,Kalzaja,Rural,233,,0,,,,,
EA00671,ST03,Zaruwa State,Ekimile,Olojiba,Rural,51,,0,,,,,
EA00672,ST03,Zaruwa State,Zarlami,Adabemi,Rural,201,,0,,,,,
EA00673,ST03,Zaruwa State,Kaltima,Zarrale,Rural,141,,0,,,,,
EA00674,ST03,Zaruwa State,Kusluba,Gwasako,Rural,72,,0,,,,,
EA00675,ST03,Zaruwa State,Supratu,Barshana,Urban,132,C070,1,0.10210923,38782.0,30.0,133.0,Visited as selected
EA00676,ST03,Zaruwa State,Kalwatu,Dunkowo,Urban,59,,0,,,,,
EA00677,ST03,Zaruwa State,Nakduko,Adaduli,Rural,97,,0,,,,,
EA00678,ST03,Zaruwa State,Gwaluyi,Soksadu,Rural,162,,0,,,,,
EA00679,ST03,Zaruwa State,Gwarayi,Kusnadu,Urban,123,,0,,,,,
EA00680,ST03,Zaruwa State,Ekilawo,Lomrasa,Rural,43,,0,,,,,
EA00681,ST03,Zaruwa State,Katkoko,Dunjiko,Rural,45,,0,,,,,
EA00682,ST03,Zaruwa State,Halsama,Kalkosa,Urban,52,,0,,,,,
EA00683,ST03,Zaruwa State,Irashari,Lomjiwo,Rural,25,,0,,,,,
EA00684,ST03,Zaruwa State,Rivjiko,Aguduru,Urban,181,C066,1,0.14001341,38782.0,30.0,211.0,Visited as selected
EA00685,ST03,Zaruwa State,Ekimile,Gwanata,Rural,220,C080,1,0.17018204,38782.0,30.0,139.0,Visited as selected
EA00686,ST03,Zaruwa State,Zarlami,Shakosa,Rural,162,,0,,,,,
EA00687,ST03,Zaruwa State,Kaltima,Tivladu,Rural,64,,0,,,,,
EA00688,ST03,Zaruwa State,Kusluba,Umosasa,Rural,82,,0,,,,,
EA00689,ST03,Zaruwa State,Supratu,Uzuwaba,Rural,167,,0,,,,,
EA00690,ST03,Zaruwa State,Kalwatu,Benkowo,Urban,315,,0,,,,,
EA00691,ST03,Zaruwa State,Nakduko,Uzutsija,Urban,241,,0,,,,,
EA00692,ST03,Zaruwa State,Gwaluyi,Naknuba,Rural,101,,0,,,,,
EA00693,ST03,Zaruwa State,Gwarayi,Enwmili,Urban,187,,0,,,,,
EA00694,ST03,Zaruwa State,Ekilawo,Adatide,Rural,149,,0,,,,,
EA00695,ST03,Zaruwa State,Katkoko,Okorade,Rural,54,,0,,,,,
EA00696,ST03,Zaruwa State,Halsama,Enwduwo,Rural,65,,0,,,,,
EA00697,ST03,Zaruwa State,Irashari,Soktsini,Rural,116,,0,,,,,
EA00698,ST03,Zaruwa State,Rivjiko,Kaltiri,Urban,150,,0,,,,,
EA00699,ST03,Zaruwa State,Ekimile,Benduru,Urban,105,,0,,,,,
EA00700,ST03,Zaruwa State,Zarlami,Kalshali,Rural,66,,0,,,,,
EA00701,ST03,Zaruwa State,Kaltima,Fumjide,Urban,147,,0,,,,,
EA00702,ST03,Zaruwa State,Kusluba,Adarimi,Rural,229,,0,,,,,
EA00703,ST03,Zaruwa State,Supratu,Gomlaru,Urban,106,,0,,,,,
EA00704,ST03,Zaruwa State,Kalwatu,Binlaba,Urban,242,,0,,,,,
EA00705,ST03,Zaruwa State,Nakduko,Yensata,Rural,82,,0,,,,,
EA00706,ST03,Zaruwa State,Gwaluyi,Ekijita,Urban,111,,0,,,,,
EA00707,ST03,Zaruwa State,Gwarayi,Wudshadu,Rural,216,,0,,,,,
EA00708,ST03,Zaruwa State,Ekilawo,Uzushashi,Rural,67,,0,,,,,
EA00709,ST03,Zaruwa State,Katkoko,Uzumiwa,Rural,77,,0,,,,,
EA00710,ST03,Zaruwa State,Halsama,Uzuyosa,Rural,99,,0,,,,,
EA00711,ST03,Zaruwa State,Irashari,Gwajiwo,Urban,139,,0,,,,,
EA00712,ST03,Zaruwa State,Rivjiko,Katraba,Rural,71,,0,,,,,
EA00713,ST03,Zaruwa State,Ekimile,Zarkoma,Rural,223,,0,,,,,
EA00714,ST03,Zaruwa State,Zarlami,Zarngowa,Rural,104,,0,,,,,
EA00715,ST03,Zaruwa State,Kaltima,Wudzadu,Rural,62,,0,,,,,
EA00716,ST03,Zaruwa State,Kusluba,Adanuni,Urban,79,,0,,,,,
EA00717,ST03,Zaruwa State,Supratu,Binngotu,Rural,169,,0,,,,,
EA00718,ST03,Zaruwa State,Kalwatu,Ololawa,Rural,25,,0,,,,,
EA00719,ST03,Zaruwa State,Nakduko,Yenmama,Urban,656,C068,1,0.50745191,38782.0,30.0,1038.0,Visited as selected
EA00720,ST03,Zaruwa State,Gwaluyi,Aguriba,Rural,53,,0,,,,,
EA00721,ST03,Zaruwa State,Gwarayi,Durkosa,Rural,105,,0,,,,,
EA00722,ST03,Zaruwa State,Ekilawo,Yobkoko,Urban,212,,0,,,,,
EA00723,ST03,Zaruwa State,Katkoko,Dunbedu,Rural,145,,0,,,,,
EA00724,ST03,Zaruwa State,Halsama,Lomwayi,Rural,83,,0,,,,,
EA00725,ST03,Zaruwa State,Irashari,Barlawo,Rural,111,,0,,,,,
EA00726,ST03,Zaruwa State,Rivjiko,Wudrina,Rural,74,,0,,,,,
EA00727,ST03,Zaruwa State,Ekimile,Yentiko,Rural,194,,0,,,,,
EA00728,ST03,Zaruwa State,Zarlami,Ibirawo,Rural,127,,0,,,,,
EA00729,ST03,Zaruwa State,Kaltima,Marlatu,Rural,123,C074,1,0.09514723,38782.0,30.0,86.0,Visited as selected
EA00730,ST03,Zaruwa State,Kusluba,Tivbeshi,Urban,245,,0,,,,,
EA00731,ST03,Zaruwa State,Supratu,Uzuyoli,Urban,134,C083,1,0.10365634,38782.0,30.0,138.0,Visited as selected
EA00732,ST03,Zaruwa State,Kalwatu,Sokrini,Rural,240,,0,,,,,
EA00733,ST03,Zaruwa State,Nakduko,Baurija,Rural,109,,0,,,,,
EA00734,ST03,Zaruwa State,Gwaluyi,Baujima,Rural,59,,0,,,,,
EA00735,ST03,Zaruwa State,Gwarayi,Kusshadu,Rural,59,,0,,,,,
EA00736,ST03,Zaruwa State,Ekilawo,Nakngoma,Urban,184,C076,1,0.14233407,38782.0,30.0,168.0,Visited as selected
EA00737,ST03,Zaruwa State,Katkoko,Zarnatu,Rural,197,,0,,,,,
EA00738,ST03,Zaruwa State,Halsama,Gomwali,Rural,244,,0,,,,,
EA00739,ST03,Zaruwa State,Irashari,Okotidu,Urban,160,,0,,,,,
EA00740,ST03,Zaruwa State,Rivjiko,Nakrima,Urban,113,,0,,,,,
EA00741,ST03,Zaruwa State,Ekimile,Durbede,Rural,95,,0,,,,,
EA00742,ST03,Zaruwa State,Zarlami,Fumsama,Rural,156,,0,,,,,
EA00743,ST03,Zaruwa State,Kaltima,Katyoni,Urban,246,,0,,,,,
EA00744,ST03,Zaruwa State,Kusluba,Irakowo,Rural,73,,0,,,,,
EA00745,ST03,Zaruwa State,Supratu,Adariwo,Rural,378,,0,,,,,
EA00746,ST03,Zaruwa State,Kalwatu,Tanduko,Rural,212,,0,,,,,
EA00747,ST03,Zaruwa State,Nakduko,Ekibena,Urban,206,C089,1,0.15935228,38782.0,30.0,146.0,Visited as selected
EA00748,ST03,Zaruwa State,Gwaluyi,Uzujimi,Rural,102,,0,,,,,
EA00749,ST03,Zaruwa State,Gwarayi,Adayole,Rural,95,,0,,,,,
EA00750,ST03,Zaruwa State,Ekilawo,Adabesa,Rural,108,,0,,,,,
EA00751,ST03,Zaruwa State,Katkoko,Fumshako,Rural,192,,0,,,,,
EA00752,ST03,Zaruwa State,Halsama,Adakole,Rural,26,,0,,,,,
EA00753,ST03,Zaruwa State,Irashari,Jattiyi,Rural,233,,0,,,,,
EA00754,ST03,Zaruwa State,Rivjiko,Nakbena,Urban,100,,0,,,,,
EA00755,ST03,Zaruwa State,Ekimile,Kalnuna,Urban,57,,0,,,,,
EA00756,ST03,Zaruwa State,Zarlami,Zarzaru,Rural,116,,0,,,,,
EA00757,ST03,Zaruwa State,Kaltima,Yobduja,Rural,80,,0,,,,,
EA00758,ST03,Zaruwa State,Kusluba,Wudluru,Rural,176,,0,,,,,
EA00759,ST03,Zaruwa State,Supratu,Kattita,Rural,170,,0,,,,,
EA00760,ST03,Zaruwa State,Kalwatu,Jatdusa,Urban,277,C090,1,0.21427466,38782.0,30.0,220.0,Visited as selected
EA00761,ST03,Zaruwa State,Nakduko,Nakrasa,Urban,74,,0,,,,,
EA00762,ST03,Zaruwa State,Gwaluyi,Planayi,Rural,68,,0,,,,,
EA00763,ST03,Zaruwa State,Gwarayi,Jatduta,Rural,25,C073,1,0.01933887,38782.0,30.0,14.0,Visited as selected
EA00764,ST03,Zaruwa State,Ekilawo,Kaltsiwa,Rural,112,,0,,,,,
EA00765,ST03,Zaruwa State,Katkoko,Marngoni,Urban,93,,0,,,,,
EA00766,ST03,Zaruwa State,Halsama,Yenmili,Rural,123,,0,,,,,
EA00767,ST03,Zaruwa State,Irashari,Jatbemi,Rural,103,C072,1,0.07967614,38782.0,30.0,98.0,Visited as selected
EA00768,ST03,Zaruwa State,Rivjiko,Adadudu,Urban,230,,0,,,,,
EA00769,ST03,Zaruwa State,Ekimile,Yoblana,Rural,60,,0,,,,,
EA00770,ST03,Zaruwa State,Zarlami,Kalngowo,Rural,91,,0,,,,,
EA00771,ST03,Zaruwa State,Kaltima,Lomkori,Urban,177,,0,,,,,
EA00772,ST03,Zaruwa State,Kusluba,Naklaru,Rural,42,,0,,,,,
EA00773,ST03,Zaruwa State,Supratu,Adanule,Rural,277,C069,1,0.21427466,38782.0,30.0,386.0,Visited as selected
EA00774,ST03,Zaruwa State,Kalwatu,Okomile,Rural,86,,0,,,,,
EA00775,ST03,Zaruwa State,Nakduko,Binshade,Urban,191,,0,,,,,
EA00776,ST03,Zaruwa State,Gwaluyi,Yensashi,Rural,102,,0,,,,,
EA00777,ST03,Zaruwa State,Gwarayi,Okomisa,Rural,143,C067,1,0.11061833,38782.0,30.0,136.0,Visited as selected
EA00778,ST03,Zaruwa State,Ekilawo,Tanluyi,Rural,128,,0,,,,,
EA00779,ST03,Zaruwa State,Katkoko,Gwarima,Rural,92,,0,,,,,
EA00780,ST03,Zaruwa State,Halsama,Fumzata,Rural,170,,0,,,,,
EA00781,ST03,Zaruwa State,Irashari,Halraja,Urban,283,,0,,,,,
EA00782,ST03,Zaruwa State,Rivjiko,Rivduna,Rural,64,,0,,,,,
EA00783,ST03,Zaruwa State,Ekimile,Gwamiyi,Rural,89,,0,,,,,
EA00784,ST03,Zaruwa State,Zarlami,Binmawa,Rural,88,,0,,,,,
EA00785,ST03,Zaruwa State,Kaltima,Barnama,Rural,121,,0,,,,,
EA00786,ST03,Zaruwa State,Kusluba,Aguwade,Rural,190,C064,1,0.1469754,38782.0,30.0,260.0,Visited as selected
EA00787,ST03,Zaruwa State,Supratu,Plazadu,Rural,158,,0,,,,,
EA00788,ST03,Zaruwa State,Kalwatu,Agukoni,Rural,128,,0,,,,,
EA00789,ST03,Zaruwa State,Nakduko,Katlana,Urban,262,,0,,,,,
EA00790,ST03,Zaruwa State,Gwaluyi,Bauduko,Rural,70,,0,,,,,
EA00791,ST03,Zaruwa State,Gwarayi,Durlumi,Rural,58,,0,,,,,
EA00792,ST03,Zaruwa State,Ekilawo,Gwangona,Urban,338,C061,1,0.2614615,38782.0,30.0,432.0,Visited as selected
EA00793,ST03,Zaruwa State,Katkoko,Barbewo,Rural,86,,0,,,,,
EA00794,ST03,Zaruwa State,Halsama,Irashawo,Rural,103,,0,,,,,
EA00795,ST03,Zaruwa State,Irashari,Barduyi,Urban,143,,0,,,,,
EA00796,ST03,Zaruwa State,Rivjiko,Lomtili,Rural,45,,0,,,,,
EA00797,ST03,Zaruwa State,Ekimile,Durlale,Rural,45,,0,,,,,
EA00798,ST03,Zaruwa State,Zarlami,Gwawaja,Rural,46,,0,,,,,
EA00799,ST03,Zaruwa State,Kaltima,Marwako,Rural,93,,0,,,,,
EA00800,ST03,Zaruwa State,Kusluba,Kalnari,Rural,129,,0,,,,,
EA00801,ST03,Zaruwa State,Supratu,Shashasa,Rural,25,,0,,,,,
EA00802,ST03,Zaruwa State,Kalwatu,Zarmiyi,Rural,42,,0,,,,,
EA00803,ST03,Zaruwa State,Nakduko,Gomnami,Rural,69,,0,,,,,
EA00804,ST03,Zaruwa State,Gwaluyi,Tankoru,Urban,179,,0,,,,,
EA00805,ST03,Zaruwa State,Gwarayi,Adaluri,Rural,43,,0,,,,,
EA00806,ST03,Zaruwa State,Ekilawo,Yobjina,Rural,85,,0,,,,,
EA00807,ST03,Zaruwa State,Katkoko,Tivjiri,Rural,94,,0,,,,,
EA00808,ST03,Zaruwa State,Halsama,Gwangoli,Rural,174,,0,,,,,
EA00809,ST03,Zaruwa State,Irashari,Jatluri,Rural,176,C075,1,0.13614563,38782.0,30.0,153.0,Visited as selected
EA00810,ST03,Zaruwa State,Rivjiko,Iradudu,Urban,329,,0,,,,,
EA00811,ST03,Zaruwa State,Ekimile,Ekiwami,Urban,198,,0,,,,,
EA00812,ST03,Zaruwa State,Zarlami,Tivludu,Urban,100,,0,,,,,
EA00813,ST03,Zaruwa State,Kaltima,Yenyoko,Urban,374,,0,,,,,
EA00814,ST03,Zaruwa State,Kusluba,Yobnako,Rural,50,,0,,,,,
EA00815,ST03,Zaruwa State,Supratu,Yenmana,Urban,94,,0,,,,,
EA00816,ST03,Zaruwa State,Kalwatu,Jatmile,Urban,93,,0,,,,,
EA00817,ST03,Zaruwa State,Nakduko,Barlude,Rural,113,,0,,,,,
EA00818,ST03,Zaruwa State,Gwaluyi,Kalnani,Urban,410,C065,1,0.31715744,38782.0,30.0,521.0,Visited as selected
EA00819,ST03,Zaruwa State,Gwarayi,Kalmini,Urban,279,,0,,,,,
EA00820,ST03,Zaruwa State,Ekilawo,Olorishi,Rural,210,,0,,,,,
EA00821,ST03,Zaruwa State,Katkoko,Plaluba,Rural,97,,0,,,,,
EA00822,ST03,Zaruwa State,Halsama,Adarade,Rural,168,,0,,,,,
EA00823,ST03,Zaruwa State,Irashari,Barmiwo,Rural,147,,0,,,,,
EA00824,ST03,Zaruwa State,Rivjiko,Rivshawa,Rural,153,,0,,,,,
EA00825,ST03,Zaruwa State,Ekimile,Baukomi,Rural,63,,0,,,,,
EA00826,ST03,Zaruwa State,Zarlami,Supnaba,Rural,178,,0,,,,,
EA00827,ST03,Zaruwa State,Kaltima,Agumami,Rural,25,,0,,,,,
EA00828,ST03,Zaruwa State,Kusluba,Shakoja,Rural,160,,0,,,,,
EA00829,ST03,Zaruwa State,Supratu,Adazaba,Rural,75,,0,,,,,
EA00830,ST03,Zaruwa State,Kalwatu,Sokyowo,Urban,32,,0,,,,,
EA00831,ST03,Zaruwa State,Nakduko,Adamiru,Rural,96,,0,,,,,
EA00832,ST03,Zaruwa State,Gwaluyi,Kallama,Urban,316,,0,,,,,
EA00833,ST03,Zaruwa State,Gwarayi,Tivngori,Urban,126,,0,,,,,
EA00834,ST03,Zaruwa State,Ekilawo,Benlade,Urban,50,,0,,,,,
EA00835,ST03,Zaruwa State,Katkoko,Yenjija,Rural,76,,0,,,,,
EA00836,ST03,Zaruwa State,Halsama,Aguzasa,Rural,140,,0,,,,,
EA00837,ST03,Zaruwa State,Irashari,Baumimi,Rural,116,,0,,,,,
EA00838,ST03,Zaruwa State,Rivjiko,Gwaluta,Rural,77,,0,,,,,
EA00839,ST03,Zaruwa State,Ekimile,Supduma,Urban,239,,0,,,,,
EA00840,ST03,Zaruwa State,Zarlami,Rivrasa,Rural,135,,0,,,,,
EA00841,ST03,Zaruwa State,Kaltima,Barsadu,Rural,84,,0,,,,,
EA00842,ST03,Zaruwa State,Kusluba,Enwwana,Urban,124,,0,,,,,
EA00843,ST03,Zaruwa State,Supratu,Jatyoni,Rural,141,,0,,,,,
EA00844,ST03,Zaruwa State,Kalwatu,Fumwawa,Rural,120,,0,,,,,
EA00845,ST03,Zaruwa State,Nakduko,Supmawo,Rural,131,,0,,,,,
EA00846,ST03,Zaruwa State,Gwaluyi,Adamiwo,Urban,128,,0,,,,,
EA00847,ST03,Zaruwa State,Gwarayi,Kattima,Urban,193,,0,,,,,
EA00848,ST03,Zaruwa State,Ekilawo,Wudrari,Rural,76,,0,,,,,
EA00849,ST03,Zaruwa State,Katkoko,Wudmari,Urban,242,,0,,,,,
EA00850,ST03,Zaruwa State,Halsama,Yobmima,Urban,284,C081,1,0.21968955,38782.0,30.0,260.0,Visited as selected
EA00851,ST03,Zaruwa State,Irashari,Enwjitu,Rural,236,,0,,,,,
EA00852,ST03,Zaruwa State,Rivjiko,Sokzatu,Rural,71,,0,,,,,
EA00853,ST03,Zaruwa State,Ekimile,Ekirasa,Urban,231,,0,,,,,
EA00854,ST03,Zaruwa State,Zarlami,Planata,Rural,145,,0,,,,,
EA00855,ST03,Zaruwa State,Kaltima,Plalude,Rural,134,,0,,,,,
EA00856,ST03,Zaruwa State,Kusluba,Kuswashi,Rural,42,,0,,,,,
EA00857,ST03,Zaruwa State,Supratu,Agungoma,Urban,112,,0,,,,,
EA00858,ST03,Zaruwa State,Kalwatu,Katshatu,Rural,345,,0,,,,,
EA00859,ST03,Zaruwa State,Nakduko,Dunbeshi,Rural,90,,0,,,,,
EA00860,ST03,Zaruwa State,Gwaluyi,Tivbeba,Urban,194,C085,1,0.15006962,38782.0,30.0,121.0,Visited as selected
EA00861,ST03,Zaruwa State,Gwarayi,Yenshade,Rural,150,,0,,,,,
EA00862,ST03,Zaruwa State,Ekilawo,Katnako,Rural,114,,0,,,,,
EA00863,ST03,Zaruwa State,Katkoko,Katzaba,Urban,130,,0,,,,,
EA00864,ST03,Zaruwa State,Halsama,Enwjija,Urban,291,,0,,,,,
EA00865,ST03,Zaruwa State,Irashari,Gomnadu,Rural,46,,0,,,,,
EA00866,ST03,Zaruwa State,Rivjiko,Ekinuja,Rural,93,,0,,,,,
EA00867,ST03,Zaruwa State,Ekimile,Okolatu,Rural,92,,0,,,,,
EA00868,ST03,Zaruwa State,Zarlami,Bauyoli,Rural,92,,0,,,,,
EA00869,ST03,Zaruwa State,Kaltima,Kusrari,Urban,144,,0,,,,,
EA00870,ST03,Zaruwa State,Kusluba,Kusrashi,Rural,172,,0,,,,,
EA00871,ST03,Zaruwa State,Supratu,Halmiru,Rural,175,C079,1,0.13537208,38782.0,30.0,161.0,Visited as selected
EA00872,ST03,Zaruwa State,Kalwatu,Jatmayi,Urban,106,C082,1,0.0819968,38782.0,30.0,111.0,Visited as selected
EA00873,ST03,Zaruwa State,Nakduko,Zaryoja,Urban,296,,0,,,,,
EA00874,ST03,Zaruwa State,Gwaluyi,Bauzade,Rural,87,,0,,,,,
EA00875,ST03,Zaruwa State,Gwarayi,Kalbeja,Rural,220,C084,1,0.17018204,38782.0,30.0,678.0,Visited as selected
EA00876,ST03,Zaruwa State,Ekilawo,Supnata,Urban,364,,0,,,,,
EA00877,ST03,Zaruwa State,Katkoko,Suptiru,Rural,167,C063,1,0.12918364,38782.0,30.0,220.0,Visited as selected
EA00878,ST03,Zaruwa State,Halsama,Enwkowo,Rural,62,,0,,,,,
EA00879,ST03,Zaruwa State,Irashari,Okomimi,Rural,92,C086,1,0.07116704,38782.0,30.0,83.0,Visited as selected
EA00880,ST03,Zaruwa State,Rivjiko,Dunnuli,Rural,162,,0,,,,,
EA00881,ST03,Zaruwa State,Ekimile,Adadude,Urban,233,,0,,,,,
EA00882,ST03,Zaruwa State,Zarlami,Lomrade,Urban,142,,0,,,,,
EA00883,ST03,Zaruwa State,Kaltima,Uzujiko,Rural,103,,0,,,,,
EA00884,ST03,Zaruwa State,Kusluba,Ibinari,Rural,81,,0,,,,,
EA00885,ST03,Zaruwa State,Supratu,Irangori,Rural,76,,0,,,,,
EA00886,ST03,Zaruwa State,Kalwatu,Benradu,Rural,77,,0,,,,,
EA00887,ST03,Zaruwa State,Nakduko,Supshasa,Rural,133,,0,,,,,
EA00888,ST03,Zaruwa State,Gwaluyi,Irayowo,Rural,71,,0,,,,,
EA00889,ST03,Zaruwa State,Gwarayi,Tannari,Rural,43,,0,,,,,
EA00890,ST03,Zaruwa State,Ekilawo,Uzuyode,Rural,89,,0,,,,,
EA00891,ST03,Zaruwa State,Katkoko,Wudriwa,Rural,77,,0,,,,,
EA00892,ST03,Zaruwa State,Halsama,Adashaba,Urban,160,,0,,,,,
EA00893,ST03,Zaruwa State,Irashari,Ekishana,Rural,115,,0,,,,,
EA00894,ST03,Zaruwa State,Rivjiko,Gomyoko,Rural,151,,0,,,,,
EA00895,ST03,Zaruwa State,Ekimile,Barlali,Urban,127,,0,,,,,
EA00896,ST03,Zaruwa State,Zarlami,Baungowo,Rural,183,,0,,,,,
EA00897,ST03,Zaruwa State,Kaltima,Adawami,Urban,190,,0,,,,,
EA00898,ST03,Zaruwa State,Kusluba,Uzuzatu,Urban,118,,0,,,,,
EA00899,ST03,Zaruwa State,Supratu,Rivzadu,Rural,60,,0,,,,,
EA00900,ST03,Zaruwa State,Kalwatu,Ngejini,Rural,129,,0,,,,,
EA00901,ST03,Zaruwa State,Nakduko,Durduba,Urban,328,C077,1,0.25372596,38782.0,30.0,334.0,Visited as selected
EA00902,ST03,Zaruwa State,Gwaluyi,Tanluko,Rural,88,,0,,,,,
EA00903,ST03,Zaruwa State,Gwarayi,Kalsadu,Rural,63,,0,,,,,
EA00904,ST03,Zaruwa State,Ekilawo,Adanashi,Urban,38,,0,,,,,
EA00905,ST03,Zaruwa State,Katkoko,Binlaja,Rural,54,,0,,,,,
EA00906,ST03,Zaruwa State,Halsama,Benngota,Rural,27,,0,,,,,
EA00907,ST03,Zaruwa State,Irashari,Bautiyi,Rural,138,,0,,,,,
EA00908,ST03,Zaruwa State,Rivjiko,Baryode,Rural,105,,0,,,,,
EA00909,ST03,Zaruwa State,Ekimile,Fumkoli,Urban,322,,0,,,,,
EA00910,ST03,Zaruwa State,Zarlami,Adawaru,Urban,167,,0,,,,,
EA00911,ST03,Zaruwa State,Kaltima,Ibimiyi,Rural,80,,0,,,,,
EA00912,ST03,Zaruwa State,Kusluba,Lomnudu,Rural,84,,0,,,,,
EA00913,ST03,Zaruwa State,Supratu,Adayoja,Rural,208,,0,,,,,
EA00914,ST03,Zaruwa State,Kalwatu,Zarnami,Rural,54,,0,,,,,
EA00915,ST03,Zaruwa State,Nakduko,Tannumi,Rural,215,,0,,,,,
EA00916,ST03,Zaruwa State,Gwaluyi,Fumtsiyi,Rural,93,,0,,,,,
EA00917,ST03,Zaruwa State,Gwarayi,Durzali,Rural,182,,0,,,,,
EA00918,ST03,Zaruwa State,Ekilawo,Barriru,Rural,72,,0,,,,,
EA00919,ST03,Zaruwa State,Katkoko,Fumbewa,Rural,122,,0,,,,,
EA00920,ST03,Zaruwa State,Halsama,Supshashi,Urban,226,,0,,,,,
