facility_id,facility_name,facility_type,ward_name,lga_name,sen_district,state_name,ownership,longitude,latitude
HF00189,Katnushi Health Post,Health Post,Okedeni,Umumitu,Kukrima South,Kukrima State,Private,6.600439,10.953746
HF01254,Joskeli Health Post,Health Post,Birjili,DAIBAMA,Agbkeko Central,Agbkeko State,Public,9.513872,9.954761
HF00249,Kadjiwa Health Post,Health Post,Ekezali,Yobkosa-South,Agbzatu North,Agbzatu State,Private,7.455173,7.636999
HF900431,Yobtifa Cottage Hospital,Cottage Hospital,Oludude,Oketsifa,Agbzatu South,Agbzatu State,Faith-based,7.906886,8.425708
HF01218,Bauzawo Health Post,Health Post,Birriwa,Yobrifa-West,Agbkeko Central,Agbkeko State,Faith-based,8.979999,9.5144
HF01311,Supderi Comprehensive Health Centre,Comprehensive Health Centre,Oluzana,Zammiyi,Agbkeko South,Agbkeko State,Private,10.334917,10.116757
HF00801,Malbani Comprehensive Health Centre,Comprehensive Health Centre,Ngesana,Tamwata-South,Uzojina Central,Uzojina State,Public,9.819443,8.27934
HF00984,Bandemi Primary Health Centre,Primary Health Centre,Adesale,Zambani,Supwasa Central,Supwasa State,Public,10.038169,11.125108
HF01029,Dutwama Health Post,Health Post,Wurbasa,Funkedu,Supwasa Central,Supwasa State,Faith-based,10.584043,11.178806
HF01020,Sokkoni Primary Health Centre,Primary Health Centre,Kukngole,Funkedu,Supwasa Central,Supwasa State,Public,10.271422,11.190023
HF01106,Daibaba Health Post,Health Post,Agbdeni,Loknaba,Supwasa South,Supwasa State,Public,8.994841,11.638533
HF00166,Okekole Primary Health Centre,Primary Health Centre,Katwama,Wurmashi,Kukrima Central,Kukrima State,Public,7.448197,9.986495
HF01224,Nasmami Comprehensive Health Centre,Comprehensive Health Centre,Birnuwa,Yobrifa-West,Agbkeko Central,Agbkeko State,Public,9.260962,9.548068
HF00952,Riyluja Primary Health Centre,Primary Health Centre,Birtsiba,Nasrifa,Supwasa North,Supwasa State,Public,8.96997,10.806687
HF00722,Supbewo Health Post,Health Post,Katbaru,Dutjiri,Uzojina North,Uzojina State,Public,8.631305,8.292382
HF00436,Nastsiba Primary Health Centre,Primary Health Centre,Ekewafa,Agbngoru,Agbzatu South,Agbzatu State,Public,7.357893,8.479517
HF00188,Josluno Comprehensive Health Centre,Comprehensive Health Centre,Okedeni,Umumitu,Kukrima South,Kukrima State,Public,6.494048,10.859272
HF01232,Riyzatu Health Post,Health Post,Olujisa,Hanjile,Agbkeko Central,Agbkeko State,Public,9.47114,9.49912
HF01199,Iroderi Primary Health Centre,Primary Health Centre,Adeketu,Daibewo,Agbkeko Central,Agbkeko State,Public,9.295288,9.483579
HF01052,Umuketa Primary Health Centre,Primary Health Centre,Bandema,Katdudu,Supwasa Central,Supwasa State,Public,10.095227,10.658858
HF00478,Enukewa Health Post,Health Post,Yobbeko,NGETIJA,Agbzatu South,Agbzatu State,Public,7.775339,9.250912
HF00395,Ibabami Primary Health Centre,Primary Health Centre,Naslayi,Katrini,Agbzatu Central,Agbzatu State,Public,6.83,8.31
HF00073,Katjija Primary Health Centre,Primary Health Centre,Supnami,Ibabani,Kukrima North,Kukrima State,Public,6.463764,9.383134
HF01122,Kadlaru Primary Health Centre,Primary Health Centre,Soknutu,Oluyofa,Supwasa South,Supwasa State,Public,9.380897,11.124742
HF00345,Enubana Primary Health Centre,Primary Health Centre,Dutmili,ZAMKERI,Agbzatu Central,Agbzatu State,Public,6.919506,8.771637
HF00532,Dailaru Health Post,Health Post,Duttiri,Hansaba,Tivbetu North,Tivbetu State,Public,8.684833,10.030608
HF01024,Banshawa Primary Health Centre,Primary Health Centre,Ngetiba,Funkedu,Supwasa Central,Supwasa State,Public,10.383265,11.282978
HF00565,Uzokele Health Post,Health Post,Ngemima,IbajijaSouth,Tivbetu Central,Tivbetu State,Public,6.95688,10.872176
HF00165,Ibatifa Health Post,Health Post,Katwama,Wurmashi,Kukrima Central,Kukrima State,Public,7.463128,9.989509
HF00563,Sokyowo Primary Health Centre,Primary Health Centre,Olukoko,Soktimi,Tivbetu North,Tivbetu State,Private,7.743905,10.059836
HF00969,Josbetu Health Post,Health Post,Shazama,Wuryona ,Supwasa North,Supwasa State,Public,9.525729,10.561765
HF00705,Shazako Primary Health Centre,Primary Health Centre,Ngeluli,Adekowo,Tivbetu South,Tivbetu State,Public,8.632523,11.445939
HF00409,Daiwata Health Post,Health Post,Tammari,Supsama South,Agbzatu Central,Agbzatu State,Public,6.614101,8.260232
HF00190,Okeshale Primary Health Centre,Primary Health Centre,Okedeni,Umumitu,Kukrima South,Kukrima State,Public,6.64806,10.956638
HF00882,Ngeshawa Primary Health Centre,Primary Health Centre,Suplashi,UZORISA,Uzojina South,Uzojina State,Public,8.311822,9.347545
HF00513,Tammiwa Comprehensive Health Centre,Comprehensive Health Centre,Adetsile,Bauzani,Tivbetu North,Tivbetu State,Public,8.163622,10.377385
HF00596,Bantsija Health Post,Health Post,Ekesana,Okerano Central,Tivbetu Central,Tivbetu State,Public,7.389057,11.103716
HF01308,Ibakeno Health Post,Health Post,Malsharu,Ngemidu,Agbkeko South,Agbkeko State,Public,10.411658,9.913495
HF00809,Supmima Health Post,Health Post,Gwokoma,Ekedewo,Uzojina Central,Uzojina State,Public,9.301706,7.974502
HF01181,Katjiru General Hospital,General Hospital,Maljini,Maljiwo,Agbkeko North,Agbkeko State,Public,9.695107,9.237374
HF01126,Bansharu Health Post,Health Post,Naslawa,Tivmama,Supwasa South,Supwasa State,Public,9.573211,11.020342
HF00237,Uzorafa Health Post,Health Post,Irodefa,Yobkosa-South ,Agbzatu North,Agbzatu State,Public,7.422977,7.414021
HF00351,Baushako Health Post,Health Post,Umuwata,Zamkeri,Agbzatu Central,Agbzatu State,Public,6.815043,9.044583
HF00959,Enukede General Hospital,General Hospital,Agbshako,Yobmija,Supwasa North,Supwasa State,Public,9.151993,10.279802
HF00741,Ekemadu Primary Health Centre,Primary Health Centre,Enumitu,Agbkotu-South,Uzojina North,Uzojina State,Public,8.351182,7.952004
HF01247,Birshari Health Post,Health Post,Shashafa,Daibama,Agbkeko Central,Agbkeko State,Public,9.143997,10.083407
HF00511,Bauzayi Health Post,Health Post,Banngotu,Bauzani,Tivbetu North,Tivbetu State,Public,8.07,10.21
HF00347,Uzobayi Primary Health Centre,Primary Health Centre,Dutmili,Zamkeri LGA,Agbzatu Central,Agbzatu State,Private,6.928157,8.671094
HF01231,Malrino Comprehensive Health Centre,Comprehensive Health Centre,Olujisa,Hanjile ,Agbkeko Central,Agbkeko State,Public,9.464037,9.545713
HF00032,Soklufa Primary Health Centre,Primary Health Centre,Baukeshi,Riylude-North,Kukrima North,Kukrima State,Private,6.254289,9.755742
HF01053,Riyladu Health Post,Health Post,Wurtsiwa,Katdudu,Supwasa Central,Supwasa State,Public,10.132632,10.416126
HF01222,Ademina Health Post,Health Post,Shaluja,Yobrifa-West,Agbkeko Central,Agbkeko State,Public,9.169447,9.814013
HF01036,Tamriko Comprehensive Health Centre,Comprehensive Health Centre,Gwonashi,Josmiba,Supwasa Central,Supwasa State,Public,10.36,10.39
HF00449,Funraba Primary Health Centre,Primary Health Centre,Funbaja,Daishako,Agbzatu South,Agbzatu State,Public,7.254636,8.735905
HF00808,Nasrawa Cottage Hospital,Cottage Hospital,Gwokoma,Ekedewo,Uzojina Central,Uzojina State,Public,9.34822,7.990621
HF00457,Agbnasa Health Post,Health Post,Uzosafa,BANNGONO,Agbzatu South,Agbzatu State,Public,7.271787,9.09629
HF00076,Okenuja Primary Health Centre,Primary Health Centre,Lokngoli,Ibabani,Kukrima North,Kukrima State,Public,,
HF01153,Yobkeno Primary Health Centre,Primary Health Centre,Dairami,Jostile,Agbkeko North,Agbkeko State,Public,,
HF01208,Suplawo Primary Health Centre,Primary Health Centre,Shayoshi,Daibewo,Agbkeko Central,Agbkeko State,Public,9.295321,9.50515
HF01148,Kukkeyi Primary Health Centre,Primary Health Centre,Riynawa,Lokshasa,Agbkeko North,Agbkeko State,Private,10.535799,9.429962
HF00725,Adedeyi Primary Health Centre,Primary Health Centre,Katmana,Dutjiri,Uzojina North,Uzojina State,Public,8.886652,8.207274
HF00562,Sokjishi Primary Health Centre,Primary Health Centre,Kukngowa,Soktimi,Tivbetu North,Tivbetu State,Private,7.667972,9.844426
HF01103,Ibamasa Primary Health Centre,Primary Health Centre,Joslaru,Loknaba LGA,Supwasa South,Supwasa State,Public,8.759997,11.433778
HF01134,Zamnuta Primary Health Centre,Primary Health Centre,Kadzaru,Tivmama,Supwasa South,Supwasa State,Public,10.003927,11.502357
HF00977,Kukyofa Primary Health Centre,Primary Health Centre,Sokdeba,Zambani,Supwasa Central,Supwasa State,Private,9.919522,11.099155
HF00202,Agbbeshi Cottage Hospital,Cottage Hospital,Ibanana,Adenaja,Kukrima South,Kukrima State,Public,6.741082,10.618374
HF00853,Naszata Primary Health Centre,Primary Health Centre,Wurtimi,Wurkota,Uzojina Central,Uzojina State,Public,8.967566,8.444522
HF00481,Enuyoyi Cottage Hospital,Cottage Hospital,Ibazawa,Tivsano-North,Tivbetu North,Tivbetu State,Public,8.212088,10.281884
HF00225,Zambari Primary Health Centre,Primary Health Centre,Okederi,Enumade West,Kukrima South,Kukrima State,Faith-based,6.499245,10.12354
HF00129,Birkoshi General Hospital,General Hospital,Jostsili,Tambemi,Kukrima Central,Kukrima State,Public,6.832433,9.706995
HF00117,Tamtima Comprehensive Health Centre,Comprehensive Health Centre,Zamyoru,Agbjide,Kukrima Central,Kukrima State,Public,6.626353,9.627134
HF00382,Gwosale Health Post,Health Post,Baulutu,Dutzama,Agbzatu Central,Agbzatu State,Public,7.021155,7.869011
HF00456,Kukbeba Primary Health Centre,Primary Health Centre,Uzosafa,Banngono,Agbzatu South,Agbzatu State,Public,7.217766,9.111637
HF00650,Handeko Primary Health Centre,Primary Health Centre,Ekemiwa,Ibamide,Tivbetu South,Tivbetu State,Public,8.012237,11.519807
HF00220,Yeldeta Primary Health Centre,Primary Health Centre,Irobade,Banluta,Kukrima South,Kukrima State,Public,6.171554,10.277902
HF00219,Dutlude Primary Health Centre,Primary Health Centre,Irobade,Banluta,Kukrima South,Kukrima State,Public,6.11841,10.186953
HF00537,Lokdemi Comprehensive Health Centre,Comprehensive Health Centre,Yelwana,Uzoberi,Tivbetu North,Tivbetu State,Public,8.709088,10.373727
HF00777,Zamwami Health Post,Health Post,Bantsiko,Tamluni,Uzojina North,Uzojina State,Public,8.716494,7.7319
HF00867,Agbkofa Health Post,Health Post,Lokkode,Tivngoba,Uzojina South,Uzojina State,Private,8.891956,8.983104
HF00107,Sokwatu Primary Health Centre,Primary Health Centre,Banluma,Yelkefa,Kukrima Central,Kukrima State,Public,7.459896,9.665336
HF01190,Dutsatu Comprehensive Health Centre,Comprehensive Health Centre,Okedefa,Yeltili,Agbkeko North,Agbkeko State,Public,10.107482,8.911105
HF00328,Katngofa Comprehensive Health Centre,Comprehensive Health Centre,Ekelusa,Gwodele South,Agbzatu North,Agbzatu State,Faith-based,8.069758,7.640847
HF00373,Gwokoli Primary Health Centre,Primary Health Centre,Uzotishi,Lokmata,Agbzatu Central,Agbzatu State,Public,6.771099,8.76038
HF00533,Funngode Primary Health Centre,Primary Health Centre,Duttiri,Hansaba,Tivbetu North,Tivbetu State,Public,8.710153,9.952871
HF01018,Yelmasa Health Post,Health Post,Soktiba,Funkedu,Supwasa Central,Supwasa State,Faith-based,10.415712,11.400667
HF00759,Olujiyi Primary Health Centre,Primary Health Centre,Daiyona,Tamluni,Uzojina North,Uzojina State,Public,8.274203,7.795146
HF01110,Zamdena Primary Health Centre,Primary Health Centre,Lokngode,Oluyofa,Supwasa South,Supwasa State,Public,9.13005,11.488819
HF01283,Uzoshafa Health Post,Health Post,Adetsita,Nasnadu,Agbkeko South,Agbkeko State,Public,9.920291,10.294765
HF00053,Oluwaja Comprehensive Health Centre,Comprehensive Health Centre,Wurjimi,Irolufa,Kukrima North,Kukrima State,Public,6.135046,9.788586
HF01230,Bautita Cottage Hospital,Cottage Hospital,Katyodu,Hanjile,Agbkeko Central,Agbkeko State,Public,9.561203,9.790795
HF00656,Uzobeshi Comprehensive Health Centre,Comprehensive Health Centre,Tivtimi,Ibamide,Tivbetu South,Tivbetu State,Faith-based,"8,164714","11,256375"
HF00713,Duttimi Primary Health Centre,Primary Health Centre,Maldule,Tivrafa-West,Uzojina North,Uzojina State,Private,9.115763,7.689633
HF01238,Wurrishi Cottage Hospital,Cottage Hospital,Baurino,Hanjile,Agbkeko Central,Agbkeko State,Public,"9,773458","9,793496"
HF00508,Tivbaja Comprehensive Health Centre,Comprehensive Health Centre,Yobnadu,Bauzani,Tivbetu North,Tivbetu State,Public,7.801673,10.179489
HF00196,Yellufa Health Post,Health Post,Zamkono,Umumitu,Kukrima South,Kukrima State,Public,6.585774,10.841617
HF00448,Yelkeri Comprehensive Health Centre,Comprehensive Health Centre,Funbaja,Daishako,Agbzatu South,Agbzatu State,Private,7.229764,8.75965
HF00442,Kadmami Primary Health Centre,Primary Health Centre,Enurita,Agbngoru LGA,Agbzatu South,Agbzatu State,Public,7.448374,8.456653
HF00300,Okedesa Health Post,Health Post,Loknuri,HANRAJA,Agbzatu North,Agbzatu State,Private,7.459246,7.992608
HF00025,Gwoduko Primary Health Centre,Primary Health Centre,Funngoli,Uzoluni,Kukrima North,Kukrima State,Public,6.170968,8.856011
HF01135,Supnatu General Hospital,General Hospital,Zamnuno,Sokmiri,Agbkeko North,Agbkeko State,Public,9.684933,9.121296
HF00486,Birnayi Health Post,Health Post,Funbayi,Tivsano-North LGA,Tivbetu North,Tivbetu State,Public,8.405129,10.300582
HF01248,Duttitu Primary Health Centre,Primary Health Centre,Shashafa,Daibama,Agbkeko Central,Agbkeko State,Public,9.257016,10.040717
HF00942,Kattisa Primary Health Centre,Primary Health Centre,Wurshani,Adekeni,Supwasa North,Supwasa State,Public,9.375986,10.579926
HF01004,Baunumi Comprehensive Health Centre,Comprehensive Health Centre,Tivsana,Bautiru West,Supwasa Central,Supwasa State,Public,10.581101,10.885448
HF01060,Adetsita Health Post,Health Post,Daibefa,Katdudu,Supwasa Central,Supwasa State,Public,10.256319,10.591651
HF00677,Funrade Cottage Hospital,Cottage Hospital,Ngeduru,Olujiwa,Tivbetu South,Tivbetu State,Public,7.936897,10.99264
HF01159,Zambade Comprehensive Health Centre,Comprehensive Health Centre,Riydewa,Jostile,Agbkeko North,Agbkeko State,Private,9.945147,9.154065
HF00460,Agbjile Primary Health Centre,Primary Health Centre,Banlumi,Umumayi,Agbzatu South,Agbzatu State,Public,7.721139,9.1017
HF01323,Supdena Primary Health Centre,Primary Health Centre,Yelshama,Gwodewo,Agbkeko South,Agbkeko State,Public,10.487941,9.914609
HF00723,Umurano Primary Health Centre,Primary Health Centre,Katbaru,Dutjiri,Uzojina North,Uzojina State,Faith-based,8.678205,8.377179
HF00301,Ngekoyi Comprehensive Health Centre,Comprehensive Health Centre,Dutkota,Hanraja LGA,Agbzatu North,Agbzatu State,Public,7.407445,7.785653
HF01012,Wurmaru Health Post,Health Post,Soktiba,Funkedu,Supwasa Central,Supwasa State,Public,10.530803,11.314902
HF00205,Naszani General Hospital,General Hospital,Ibabewo,Adenaja ,Kukrima South,Kukrima State,Public,6.853147,10.388536
HF901211,Kuktiru Health Post,Health Post,Ibayoma,Yobrifa-West,Agbkeko Central,Agbkeko State,Public,8.894472,9.63016
HF00950,Josjiwa Comprehensive Health Centre,Comprehensive Health Centre,Birtsiba,Nasrifa,Supwasa North,Supwasa State,Public,8.916963,10.944127
HF00646,Banraru Primary Health Centre,Primary Health Centre,Ibayoja,Tamlufa-East,Tivbetu South,Tivbetu State,Private,8.661667,10.69912
HF00701,Supkosa Primary Health Centre,Primary Health Centre,Sokshano,Adekowo,Tivbetu South,Tivbetu State,Private,8.634443,11.522587
HF01158,Tammiwo Health Post,Health Post,Riydewa,Jostile,Agbkeko North,Agbkeko State,Public,9.960877,9.197386
HF01186,Umumari Primary Health Centre,Primary Health Centre,Iroyori,Yeltili,Agbkeko North,Agbkeko State,Public,9.87019,8.952257
HF01183,Yeltsiba Primary Health Centre,Primary Health Centre,Oluwaba,Maljiwo,Agbkeko North,Agbkeko State,Public,9.594434,9.413034
HF00665,Tamrishi Primary Health Centre,Primary Health Centre,Tivdeli,Hanjiko LGA,Tivbetu South,Tivbetu State,Public,8.493358,10.894855
HF01116,Yobshali Primary Health Centre,Primary Health Centre,Ekenuno,Oluyofa,Supwasa South,Supwasa State,Private,9.222171,11.236469
HF00125,Handuli Primary Health Centre,Primary Health Centre,Wurdesa,Agbjide,Kukrima Central,Kukrima State,Public,6.714454,9.255895
HF01093,Irodewa Primary Health Centre,Primary Health Centre,Hansasa,Baumiru,Supwasa South,Supwasa State,Public,8.87432,11.169791
HF01197,Nasderu Primary Health Centre,Primary Health Centre,Kuknayi,Yeltili,Agbkeko North,Agbkeko State,Faith-based,10.250894,9.056913
HF00504,Funngowa Comprehensive Health Centre,Comprehensive Health Centre,Banluba,Bauzani,Tivbetu North,Tivbetu State,Public,7.799663,10.447606
HF01090,Umubaba Primary Health Centre,Primary Health Centre,Agbwali,BAUMIRU,Supwasa South,Supwasa State,Public,8.756392,11.285943
HF00323,Adesale Primary Health Centre,Primary Health Centre,Okeshali,Gwodele-South,Agbzatu North,Agbzatu State,Public,8.002708,7.723022
HF00640,Maljita Health Post,Health Post,Okeluwo,Tamlufa-East,Tivbetu South,Tivbetu State,Public,8.441586,10.700668
HF00104,Josnani Health Post,Health Post,Banluma,Yelkefa ,Kukrima Central,Kukrima State,Public,7.528177,9.739169
HF00732,Kuksata Primary Health Centre,Primary Health Centre,Uzotsiru,Agbkotu-South,Uzojina North,Uzojina State,Private,8.23668,8.166848
HF00447,Zammatu Primary Health Centre,Primary Health Centre,Funbaja,DAISHAKO,Agbzatu South,Agbzatu State,Private,7.265888,8.704903
HF00393,Tamshasa Comprehensive Health Centre,Comprehensive Health Centre,Kuktidu,Enutifa,Agbzatu Central,Agbzatu State,Public,7.278764,7.992849
HF00297,Dutjile Primary Health Centre,Primary Health Centre,Adejisa,SUPYOSHI-EAST,Agbzatu North,Agbzatu State,Public,7.914241,7.602241
HF00571,Ibaluyi General Hospital,General Hospital,Gwolude,Ibajija-South,Tivbetu Central,Tivbetu State,Public,7.296889,10.658045
HF00312,Gwokesa Cottage Hospital,Cottage Hospital,Gwonade,Josduri-South ,Agbzatu North,Agbzatu State,Public,7.702842,7.568388
HF00552,Ngeshama Comprehensive Health Centre,Comprehensive Health Centre,Agbderu,Malbawo-Central LGA,Tivbetu North,Tivbetu State,Public,7.789709,9.752498
HF01286,Oluwatu General Hospital,General Hospital,Daibano,Nasnadu,Agbkeko South,Agbkeko State,Faith-based,10.069643,10.235692
HF00326,Yelrasa Primary Health Centre,Primary Health Centre,Tamngoba,Gwodele-South,Agbzatu North,Agbzatu State,Private,,
HF00048,Dutbari Health Post,Health Post,Tamyowa,Irolufa,Kukrima North,Kukrima State,Public,5.874698,9.865064
HF00164,Supjiyi Primary Health Centre,Primary Health Centre,Katwama,Wurmashi,Kukrima Central,Kukrima State,Faith-based,7.49356,9.920894
HF01256,Umusawo Comprehensive Health Centre,Comprehensive Health Centre,Birjili,Daibama,Agbkeko Central,Agbkeko State,Public,9.337844,10.003093
HF00928,Wurtsimi Comprehensive Health Centre,Comprehensive Health Centre,Malshana,Zamberi-North,Uzojina South,Uzojina State,Public,8.473544,8.668456
HF00851,Oluberi Cottage Hospital,Cottage Hospital,Loktsifa,Adelaja North,Uzojina Central,Uzojina State,Public,9.572852,8.426794
HF01193,Suptsija Primary Health Centre,Primary Health Centre,Kuknayi,Yeltili,Agbkeko North,Agbkeko State,Public,10.149777,9.069331
HF00019,Okenuru Health Post,Health Post,Loklude,Uzoluni,Kukrima North,Kukrima State,Public,6.233549,8.751762
HF00766,Yelbaba Health Post,Health Post,Duttsisa,TAMLUNI,Uzojina North,Uzojina State,Public,8.676057,7.616658
HF01171,Riyngoko Primary Health Centre,Primary Health Centre,Tivtsiwo,Ngenuta-Central,Agbkeko North,Agbkeko State,Private,10.229463,8.917265
HF01176,Bantsiri Primary Health Centre,Primary Health Centre,Malnumi,Maljiwo,Agbkeko North,Agbkeko State,Public,9.509636,9.152244
HF01279,Agbbena Health Post,Health Post,Uzodushi,Nasnadu,Agbkeko South,Agbkeko State,Faith-based,9.902561,10.018031
HF01188,Riyjiru Primary Health Centre,Primary Health Centre,Nasmitu,YELTILI,Agbkeko North,Agbkeko State,Public,9.825574,8.786015
HF00127,Hannuli Primary Health Centre,Primary Health Centre,Kadjina,Agbjide,Kukrima Central,Kukrima State,Public,6.788865,9.079884
HF00606,Supbatu Primary Health Centre,Primary Health Centre,Shatsiru,Ironama,Tivbetu Central,Tivbetu State,Public,7.41366,10.694819
HF00418,Olutitu Comprehensive Health Centre,Comprehensive Health Centre,Nasyowa,Oketsifa,Agbzatu South,Agbzatu State,Public,7.708377,8.788659
HF00671,Tivnayi Primary Health Centre,Primary Health Centre,Daimako,Hanjiko ,Tivbetu South,Tivbetu State,Public,8.860195,10.976326
HF00018,Katkeli Health Post,Health Post,Dutrimi,Uzoluni,Kukrima North,Kukrima State,Public,6.128625,8.706849
HF00045,Riybasa Primary Health Centre,Primary Health Centre,Tamyowa,Irolufa,Kukrima North,Kukrima State,Public,5.869062,9.920266
HF01072,Agbkoba Comprehensive Health Centre,Comprehensive Health Centre,Baurima,Okeyoru-South,Supwasa Central,Supwasa State,Public,9.957937,10.797267
HF00781,Banriru Health Post,Health Post,Riymano,Nassako-Central,Uzojina North,Uzojina State,Public,8.35,7.37
HF00480,Yeltsiwo Health Post,Health Post,Ibazawa,Tivsano-North,Tivbetu North,Tivbetu State,Public,8.253691,10.386488
HF00317,Ibayomi Cottage Hospital,Cottage Hospital,Tivbedu,Josduri-South,Agbzatu North,Agbzatu State,Public,7.788964,7.669043
HF00642,Katbana Cottage Hospital,Cottage Hospital,Yobnuma,Tamlufa-East,Tivbetu South,Tivbetu State,Public,8.661271,10.545037
HF00800,Ekesale Health Post,Health Post,Ngesana,Tamwata-South,Uzojina Central,Uzojina State,Public,9.85975,8.43158
HF00530,Katwami Health Post,Health Post,Ngebana,HANSABA,Tivbetu North,Tivbetu State,Public,8.627293,9.839852
HF00690,Loksaru Primary Health Centre,Primary Health Centre,Soknudu,Nasdudu North,Tivbetu South,Tivbetu State,Public,7.89026,11.130176
HF01016,Riyjifa Primary Health Centre,Primary Health Centre,Soktiba,Funkedu,Supwasa Central,Supwasa State,Public,10.3954,11.35001
HF00055,Tamzasa Primary Health Centre,Primary Health Centre,Gwobedu,Irolufa,Kukrima North,Kukrima State,Public,6.028129,9.875043
HF00742,Kukshawa Comprehensive Health Centre,Comprehensive Health Centre,Daitsitu,AgbkotuSouth,Uzojina North,Uzojina State,Public,,
HF00424,Malzata Primary Health Centre,Primary Health Centre,Okekede,Oketsifa,Agbzatu South,Agbzatu State,Private,7.904786,8.508298
HF01045,Uzotsiru Cottage Hospital,Cottage Hospital,Funnuta,Josmiba,Supwasa Central,Supwasa State,Public,10.763168,10.409072
HF00252,Zamnako Comprehensive Health Centre,Comprehensive Health Centre,Daizaru,Agbmita,Agbzatu North,Agbzatu State,Public,7.944015,8.063994
HF00581,Uzoluta Primary Health Centre,Primary Health Centre,Wurjino,IRONGORI,Tivbetu Central,Tivbetu State,Public,7.760343,10.743219
HF00767,Katridu Primary Health Centre,Primary Health Centre,Kukjino,Tamluni,Uzojina North,Uzojina State,Faith-based,8.505608,7.653055
HF01302,Wurkeshi Comprehensive Health Centre,Comprehensive Health Centre,Ngebasa,Ngemidu,Agbkeko South,Agbkeko State,Public,10.039107,9.771793
HF00675,Malmafa Health Post,Health Post,Shayona,OLUJIWA,Tivbetu South,Tivbetu State,Public,8.061331,10.799394
HF01080,Agbjiri Health Post,Health Post,Tivnuta,Ekedeta-East,Supwasa South,Supwasa State,Public,9.347394,11.555642
HF00406,Yobsali Comprehensive Health Centre,Comprehensive Health Centre,Tivjidu,Supsama-South,Agbzatu Central,Agbzatu State,Private,6.43209,8.585277
HF01169,Riybadu Primary Health Centre,Primary Health Centre,Shangodu,Ngenuta-Central,Agbkeko North,Agbkeko State,Public,10.146689,8.826966
HF00661,Agblawa Health Post,Health Post,Tivshana,Hanjiko,Tivbetu South,Tivbetu State,Public,8.465687,11.036799
HF00806,Aderani Comprehensive Health Centre,Comprehensive Health Centre,Uzoyodu,Tamwata-South,Uzojina Central,Uzojina State,Public,10.102937,8.35036
HF01132,Dairana Primary Health Centre,Primary Health Centre,Kadzaru,Tivmama,Supwasa South,Supwasa State,Public,9.917037,11.349912
HF00033,Sokngofa Health Post,Health Post,Baukeshi,Riylude-North ,Kukrima North,Kukrima State,Public,6.352672,9.806485
HF00560,Wurmawo Primary Health Centre,Primary Health Centre,Kukngowa,Soktimi,Tivbetu North,Tivbetu State,Faith-based,9.863227,7.646916
HF00944,Agbdemi Comprehensive Health Centre,Comprehensive Health Centre,Agbjisa,Adekeni LGA,Supwasa North,Supwasa State,Public,9.49319,11.008128
HF00764,Sokkoja Primary Health Centre,Primary Health Centre,Riylale,Tamluni,Uzojina North,Uzojina State,Public,8.388956,7.879492
HF00895,Sokdeja Cottage Hospital,Cottage Hospital,Lokyofa,Loksayi,Uzojina South,Uzojina State,Public,8.272792,8.783439
HF00629,Yelmiwo Primary Health Centre,Primary Health Centre,Katriwa,Joskeru,Tivbetu South,Tivbetu State,Public,8.365846,11.231339
HF00500,Birngole Primary Health Centre,Primary Health Centre,Zamlama,Agbtsiko,Tivbetu North,Tivbetu State,Public,7.97,10.16
HF00659,Kuknuja Primary Health Centre,Primary Health Centre,Banrani,Ibamide,Tivbetu South,Tivbetu State,Public,8.256369,11.432597
HF00635,Umusali Health Post,Health Post,Birmishi,Joskeru,Tivbetu South,Tivbetu State,Public,8.434217,11.223627
HF00674,Birmisa Primary Health Centre,Primary Health Centre,Shayona,Olujiwa LGA,Tivbetu South,Tivbetu State,Faith-based,8.041144,10.825541
HF00915,Eketile Cottage Hospital,Cottage Hospital,Tivsako,Banluwo,Uzojina South,Uzojina State,Public,8.560985,8.55657
HF00026,Birjini Health Post,Health Post,Yelluna,Uzoluni,Kukrima North,Kukrima State,Public,6.383685,9.003897
HF00208,Birtsiri Comprehensive Health Centre,Comprehensive Health Centre,Kuktsino,Adenaja LGA,Kukrima South,Kukrima State,Public,7.021574,10.460539
HF00503,Sokwako Primary Health Centre,Primary Health Centre,Yeltiko,Agbtsiko,Tivbetu North,Tivbetu State,Private,8.184064,9.952442
HF00551,Funrano Primary Health Centre,Primary Health Centre,Ekebemi,Malbawo-Central,Tivbetu North,Tivbetu State,Public,7.743608,9.509261
HF00394,Jossata Health Post,Health Post,Naslayi,Katrini,Agbzatu Central,Agbzatu State,Public,6.839057,8.340425
HF01138,Enubede Comprehensive Health Centre,Comprehensive Health Centre,Zamnuno,Sokmiri,Agbkeko North,Agbkeko State,Public,9.6847,9.144992
HF00364,Umunari Health Post,Health Post,Tivlana,Lokmata,Agbzatu Central,Agbzatu State,Private,6.457464,8.804419
HF00495,Aderiko Primary Health Centre,Primary Health Centre,Eketiyi,Agbtsiko,Tivbetu North,Tivbetu State,Private,7.837038,9.780427
HF00917,Loklushi Primary Health Centre,Primary Health Centre,Josmako,Banluwo,Uzojina South,Uzojina State,Public,8.71888,8.466546
HF00369,Malbata General Hospital,General Hospital,Okewako,Lokmata,Agbzatu Central,Agbzatu State,Public,6.618317,8.700354
HF00416,Adetsisa Primary Health Centre,Primary Health Centre,Adenuru,Iromashi,Agbzatu Central,Agbzatu State,Private,7.217638,8.266466
